Nr,exercise,question,answer,german,english,french,case_english,case_french,combination,explanation_verb_english,explanation_verb_french,explanation_preposition_english,explanation_preposition_french,explanation_english,explanation_french
56,2,Sie sind glücklich _____ das schöne Wetter während ihres Urlaubs.,über,Sie sind glücklich über das schöne Wetter während ihres Urlaubs.,They are happy about the nice weather during their vacation.,Ils sont heureux du beau temps pendant leurs vacances.,,,glücklich über sein,to be happy about = glücklich über sein + Accusative,être heureux de = glücklich über sein + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,to be happy about = glücklich über sein + Accusative<br><br>to introduce an emotional theme → über,être heureux de = glücklich über sein + Accusatif<br><br>pour introduire un thème émotionnel → über
57,3,unbeliebt _____ sein,bei,unbeliebt bei sein,to be unpopular among,être impopulaire envers,Dative,Datif,unbeliebt bei sein,to be unpopular among = unbeliebt bei sein + Dative,être impopulaire envers = unbeliebt bei sein + Datif,to introduce a context or a situation → bei,pour introduire un contexte ou une situation → bei,to be unpopular among = unbeliebt bei sein + Dative<br><br>to introduce a context or a situation → bei,être impopulaire envers = unbeliebt bei sein + Datif<br><br>pour introduire un contexte ou une situation → bei
58,3,wütend _____ sein,auf,wütend auf sein,to be angry at someone,être en colère envers quelqu'un,Accusative,Accusatif,wütend auf sein,to be angry at someone = wütend auf sein + Accusative,être en colère envers quelqu'un = wütend auf sein + Accusatif,to introduce an object of focus or a target → auf,pour introduire un objet de focalisation ou une cible → auf,to be angry at someone = wütend auf sein + Accusative<br><br>to introduce an object of focus or a target → auf,être en colère envers quelqu'un = wütend auf sein + Accusatif<br><br>pour introduire un objet de focalisation ou une cible → auf
59,3,konzentriert _____ sein,auf,konzentriert auf sein,to be focused on,être concentré sur,Accusative,Accusatif,konzentriert auf sein,to be focused on = konzentriert auf sein + Accusative,être concentré sur = konzentriert auf sein + Accusatif,to introduce an object of focus or a target → auf,pour introduire un objet de focalisation ou une cible → auf,to be focused on = konzentriert auf sein + Accusative<br><br>to introduce an object of focus or a target → auf,être concentré sur = konzentriert auf sein + Accusatif<br><br>pour introduire un objet de focalisation ou une cible → auf
60,3,neugierig _____ sein,auf,neugierig auf sein,to be curious about,être curieux de,Accusative,Accusatif,neugierig auf sein,to be curious about = neugierig auf sein + Accusative,être curieux de = neugierig auf sein + Accusatif,to introduce an object of focus or a target → auf,pour introduire un objet de focalisation ou une cible → auf,to be curious about = neugierig auf sein + Accusative<br><br>to introduce an object of focus or a target → auf,être curieux de = neugierig auf sein + Accusatif<br><br>pour introduire un objet de focalisation ou une cible → auf
61,3,beliebt _____ sein,bei,beliebt bei sein,to be popular among,être populaire auprès de,Dative,Datif,beliebt bei sein,to be popular among = beliebt bei sein + Dative,être populaire auprès de = beliebt bei sein + Datif,to introduce a context or a situation → bei,pour introduire un contexte ou une situation → bei,to be popular among = beliebt bei sein + Dative<br><br>to introduce a context or a situation → bei,être populaire auprès de = beliebt bei sein + Datif<br><br>pour introduire un contexte ou une situation → bei
62,3,fertig _____ sein,mit,fertig mit sein,to be finished with,"avoir fini, avoir terminé",Dative,Datif,fertig mit sein,to be finished with = fertig mit sein + Dative,"avoir fini, avoir terminé = fertig mit sein + Datif",to introduce a beginning or an end → mit,pour introduire un début ou une fin → mit,to be finished with = fertig mit sein + Dative<br><br>to introduce a beginning or an end → mit,"avoir fini, avoir terminé = fertig mit sein + Datif<br><br>pour introduire un début ou une fin → mit"
63,3,verheiratet _____ sein,mit,verheiratet mit sein,to be married to,être marié à,Dative,Datif,verheiratet mit sein,to be married to = verheiratet mit sein + Dative,être marié à = verheiratet mit sein + Datif,to introduce a partner → mit,pour introduire un partenaire → mit,to be married to = verheiratet mit sein + Dative<br><br>to introduce a partner → mit,être marié à = verheiratet mit sein + Datif<br><br>pour introduire un partenaire → mit
64,3,traurig _____ sein,über,traurig über sein,to be sad about,être triste de,Accusative,Accusatif,traurig über sein,to be sad about = traurig über sein + Accusative,être triste de = traurig über sein + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,to be sad about = traurig über sein + Accusative<br><br>to introduce an emotional theme → über,être triste de = traurig über sein + Accusatif<br><br>pour introduire un thème émotionnel → über
65,3,wütend _____ sein,über,wütend über sein,to be angry about a situation,être en colère à propos d'une situation,Accusative,Accusatif,wütend über sein,to be angry about a situation = wütend über sein + Accusative,être en colère à propos d'une situation = wütend über sein + Accusatif,to introduce an emotional theme → über,pour introduire un thème émotionnel → über,to be angry about a situation = wütend über sein + Accusative<br><br>to introduce an emotional theme → über,être en colère à propos d'une situation = wütend über sein + Accusatif<br><br>pour introduire un thème émotionnel → über
66,3,enttäuscht _____ sein,von,enttäuscht von sein,to be disappointed by,être déçu par,Dative,Datif,enttäuscht von sein,to be disappointed by = enttäuscht von sein + Dative,être déçu par = enttäuscht von sein + Datif,to introduce an expectation or a demand → von,pour introduire une attente ou une demande → von,to be disappointed by = enttäuscht von sein + Dative<br><br>to introduce an expectation or a demand → von,être déçu par = enttäuscht von sein + Datif<br><br>pour introduire une attente ou une demande → von
67,3,hilfreich _____ sein,bei,hilfreich bei sein,to be helpful,être utile pour,Dative,Datif,hilfreich bei sein,to be helpful = hilfreich bei sein + Dative,être utile pour = hilfreich bei sein + Datif,,,to be helpful = hilfreich bei sein + Dative,être utile pour = hilfreich bei sein + Datif
68,4,Der neue Chef ist unbeliebt _____ vielen Mitarbeitern.,bei,Der neue Chef ist unbeliebt bei vielen Mitarbeitern.,The new boss is unpopular among many employees.,Le nouveau patron est impopulaire auprès de nombreux employés.,,,unbeliebt bei sein,to be unpopular among = unbeliebt bei sein + Dative,être impopulaire envers = unbeliebt bei sein + Datif,to introduce a context or a situation → bei,pour introduire un contexte ou une situation → bei,to be unpopular among = unbeliebt bei sein + Dative<br><br>to introduce a context or a situation → bei,être impopulaire envers = unbeliebt bei sein + Datif<br><br>pour introduire un contexte ou une situation → bei
69,4,"Diese Regel ist unbeliebt _____ den Schülern, weil sie streng ist.",bei,"Diese Regel ist unbeliebt bei den Schülern, weil sie streng ist.",This rule is unpopular among the students because it’s strict.,Cette règle est impopulaire auprès des élèves car elle est stricte.,,,unbeliebt bei sein,to be unpopular among = unbeliebt bei sein + Dative,être impopulaire envers = unbeliebt bei sein + Datif,to introduce a context or a situation → bei,pour introduire un contexte ou une situation → bei,to be unpopular among = unbeliebt bei sein + Dative<br><br>to introduce a context or a situation → bei,être impopulaire envers = unbeliebt bei sein + Datif<br><br>pour introduire un contexte ou une situation → bei
70,4,Die Entscheidung der Regierung ist unbeliebt _____ der Bevölkerung.,bei,Die Entscheidung der Regierung ist unbeliebt bei der Bevölkerung.,The government’s decision is unpopular among the population.,La décision du gouvernement est impopulaire auprès de la population.,,,unbeliebt bei sein,to be unpopular among = unbeliebt bei sein + Dative,être impopulaire envers = unbeliebt bei sein + Datif,to introduce a context or a situation → bei,pour introduire un contexte ou une situation → bei,to be unpopular among = unbeliebt bei sein + Dative<br><br>to introduce a context or a situation → bei,être impopulaire envers = unbeliebt bei sein + Datif<br><br>pour introduire un contexte ou une situation → bei
71,4,Er ist wütend _____ seinen Kollegen wegen des Fehlers.,auf,Er ist wütend auf seinen Kollegen wegen des Fehlers.,He is angry at his colleague because of the mistake.,Il est en colère contre son collègue à cause de l'erreur.,,,wütend auf sein,to be angry at someone = wütend auf sein + Accusative,être en colère envers quelqu'un = wütend auf sein + Accusatif,to introduce an object of focus or a target → auf,pour introduire un objet de focalisation ou une cible → auf,to be angry at someone = wütend auf sein + Accusative<br><br>to introduce an object of focus or a target → auf,être en colère envers quelqu'un = wütend auf sein + Accusatif<br><br>pour introduire un objet de focalisation ou une cible → auf
72,4,Sie ist wütend _____ die Behörden wegen der Verzögerung.,auf,Sie ist wütend auf die Behörden wegen der Verzögerung.,She is angry at the authorities because of the delay.,Elle est en colère contre les autorités à cause du retard.,,,wütend auf sein,to be angry at someone = wütend auf sein + Accusative,être en colère envers quelqu'un = wütend auf sein + Accusatif,to introduce an object of focus or a target → auf,pour introduire un objet de focalisation ou une cible → auf,to be angry at someone = wütend auf sein + Accusative<br><br>to introduce an object of focus or a target → auf,être en colère envers quelqu'un = wütend auf sein + Accusatif<br><br>pour introduire un objet de focalisation ou une cible → auf
73,4,"Ich bin wütend _____ meinen Nachbarn, weil er immer so laut ist.",auf,"Ich bin wütend auf meinen Nachbarn, weil er immer so laut ist.",I’m angry at my neighbor because he’s always so loud.,Je suis en colère contre mon voisin parce qu’il est toujours si bruyant.,,,wütend auf sein,to be angry at someone = wütend auf sein + Accusative,être en colère envers quelqu'un = wütend auf sein + Accusatif,to introduce an object of focus or a target → auf,pour introduire un objet de focalisation ou une cible → auf,to be angry at someone = wütend auf sein + Accusative<br><br>to introduce an object of focus or a target → auf,être en colère envers quelqu'un = wütend auf sein + Accusatif<br><br>pour introduire un objet de focalisation ou une cible → auf
