Nr,level,level_verb,answer,question,type,prefix,german,english
1724,100,C1,bescheinigen,,2. prefix,,,
1725,100,C1,bescheren,,2. prefix,,,
1726,100,C1,beschimpfen,,2. prefix,,,
1727,100,C1,beschlagnahmen,,2. prefix,,,
1728,100,C1,beschreiten,,2. prefix,,,
1729,100,C1,beschuldigen,,2. prefix,,,
1730,100,C1,beschwören,,2. prefix,,,
1731,100,C1,beseitigen,,2. prefix,,,
1732,100,C1,besiegeln,,2. prefix,,,
1733,100,C1,besinnen,,2. prefix,,,
1734,100,C1,bessern,,2. prefix,,,
1735,100,C1,bestaunen,,2. prefix,,,
1736,100,C1,bestechen,,2. prefix,,,
1737,100,C1,besteigen,,2. prefix,,,
1738,100,C1,bestreiten,,2. prefix,,,
1739,100,C1,bestärken,,2. prefix,,,
1740,100,C1,bestücken,,2. prefix,,,
1741,100,C1,beteuern,,2. prefix,,,
1742,100,C1,betreten,,2. prefix,,,
1743,100,C1,betätigen,,2. prefix,,,
1744,100,C1,bewilligen,,2. prefix,,,
1745,100,C1,bewirtschaften,,2. prefix,,,
1746,100,C1,bewohnen,,2. prefix,,,
1747,100,C1,beziffern,,2. prefix,,,
1748,100,C1,bezweifeln,,2. prefix,,,
1749,100,C1,bezwingen,,2. prefix,,,
1750,100,C1,beissen,,2. prefix,,,
1751,100,C1,bersten,,2. prefix,,,
1752,100,C1,entkommen,to escape,2. prefix,,,
1753,100,C1,entführen,"to abduct, to kidnap",2. prefix,,,
1754,100,C1,entfachen,,2. prefix,,,
1755,100,C1,entfallen,,2. prefix,,,
1756,100,C1,entfalten,,2. prefix,,,
1757,100,C1,entgegennehmen,,2. prefix,,,
1758,100,C1,entgegensetzen,,2. prefix,,,
1759,100,C1,entgegenwirken,,2. prefix,,,
1760,100,C1,entgegnen,,2. prefix,,,
1761,100,C1,entgehen,,2. prefix,,,
1762,100,C1,enthüllen,,2. prefix,,,
1763,100,C1,entlarven,,2. prefix,,,
1764,100,C1,entnehmen,,2. prefix,,,
1765,100,C1,entpuppen,,2. prefix,,,
1766,100,C1,entrichten,,2. prefix,,,
1767,100,C1,entschädigen,,2. prefix,,,
1768,100,C1,entschärfen,,2. prefix,,,
1769,100,C1,entsenden,,2. prefix,,,
1770,100,C1,entsorgen,,2. prefix,,,
1771,100,C1,entspringen,,2. prefix,,,
1772,100,C1,entstammen,,2. prefix,,,
1773,100,C1,entwenden,,2. prefix,,,
1774,100,C1,entzünden,,2. prefix,,,
1775,100,C1,erschweren,to burden,2. prefix,,,
1776,100,C1,erwärmen,to warm,2. prefix,,,
1777,100,C1,erläutern,"to explain, to clarify",2. prefix,,,
1778,100,C1,ermorden,to murder,2. prefix,,,
1779,100,C1,erfreuen,"to please, to enjoy (refl.)",2. prefix,,,
1780,100,C1,erschaffen,"to create, to produce, to make",2. prefix,,,
1781,100,C1,erlassen,,2. prefix,,,
1782,100,C1,erlöschen,,2. prefix,,,
1783,100,C1,erschöpfen,,2. prefix,,,
1784,100,C1,ersticken,,2. prefix,,,
1785,100,C1,erwägen,,2. prefix,,,
1786,100,C1,erachten,,2. prefix,,,
1787,100,C1,erahnen,,2. prefix,,,
1788,100,C1,erbauen,,2. prefix,,,
1789,100,C1,erben,,2. prefix,,,
1790,100,C1,erbeuten,,2. prefix,,,
1791,100,C1,erbitten,,2. prefix,,,
1792,100,C1,erblicken,,2. prefix,,,
1793,100,C1,erbringen,,2. prefix,,,
1794,100,C1,ereignen,,2. prefix,,,
1795,100,C1,erfragen,,2. prefix,,,
1796,100,C1,ergattern,,2. prefix,,,
1797,100,C1,ergehen,,2. prefix,,,
1798,100,C1,erhitzen,,2. prefix,,,
1799,100,C1,erhoffen,,2. prefix,,,
1800,100,C1,erklimmen,,2. prefix,,,
1801,100,C1,erklingen,,2. prefix,,,
1802,100,C1,erkranken,,2. prefix,,,
1803,100,C1,erkämpfen,,2. prefix,,,
1804,100,C1,erlangen,,2. prefix,,,
1805,100,C1,erlernen,,2. prefix,,,
1806,100,C1,erliegen,,2. prefix,,,
1807,100,C1,erlösen,,2. prefix,,,
1808,100,C1,ermuntern,,2. prefix,,,
1809,100,C1,ermutigen,,2. prefix,,,
1810,100,C1,ermässigen,,2. prefix,,,
1811,100,C1,ernennen,,2. prefix,,,
1812,100,C1,erneuern,,2. prefix,,,
1813,100,C1,ernten,,2. prefix,,,
1814,100,C1,erobern,,2. prefix,,,
1815,100,C1,erproben,,2. prefix,,,
1816,100,C1,errechnen,,2. prefix,,,
1817,100,C1,erringen,,2. prefix,,,
1818,100,C1,erschlagen,,2. prefix,,,
1819,100,C1,erschließen,,2. prefix,,,
1820,100,C1,erschüttern,,2. prefix,,,
1821,100,C1,ersparen,,2. prefix,,,
1822,100,C1,erspielen,,2. prefix,,,
1823,100,C1,erstatten,,2. prefix,,,
1824,100,C1,erstehen,,2. prefix,,,
1825,100,C1,erstrahlen,,2. prefix,,,
1826,100,C1,ertönen,,2. prefix,,,
1827,100,C1,erwachen,,2. prefix,,,
1828,100,C1,erwecken,,2. prefix,,,
1829,100,C1,erwidern,,2. prefix,,,
1830,100,C1,erwirtschaften,,2. prefix,,,
1831,100,C1,erwischen,,2. prefix,,,
1832,100,C1,erzwingen,,2. prefix,,,
1833,100,C1,erörtern,,2. prefix,,,
1834,100,C1,erschiessen,to shoot dead,2. prefix,,,
1835,100,C1,erkälten,,2. prefix,,,
1836,100,C1,gedenken,"to commemorate, to remember",2. prefix,,,
1837,100,C1,gebrauchen,"to use, to make use of",2. prefix,,,
1838,100,C1,gebieten,,2. prefix,,,
1839,100,C1,geleiten,,2. prefix,,,
1840,100,C1,gestatten,,2. prefix,,,
1841,100,C1,gedeihen,,2. prefix,,,
1842,100,C1,gebrechen,,2. prefix,,,
1843,100,C1,gebühren,,2. prefix,,,
1844,100,C1,gedulden,,2. prefix,,,
1845,100,C1,gefrieren,,2. prefix,,,
1846,100,C1,gegenüberstehen,,2. prefix,,,
1847,100,C1,geloben,,2. prefix,,,
1848,100,C1,genehmigen,,2. prefix,,,
1849,100,C1,generieren,,2. prefix,,,
1850,100,C1,gereichen,,2. prefix,,,
1851,100,C1,gesellen,,2. prefix,,,
1852,100,C1,gestehen,,2. prefix,,,
1853,100,C1,genesen,,2. prefix,,,
1854,100,C1,verkleiden,"to dress up, to disguise oneself (refl.)",2. prefix,,,
1855,100,C1,vergrößern,to enlarge,2. prefix,,,
1856,100,C1,verkleinern,to reduce,2. prefix,,,
1857,100,C1,verschmutzen,to dirty,2. prefix,,,
1858,100,C1,verkürzen,to shorten,2. prefix,,,
1859,100,C1,verlangsamen,to slow down,2. prefix,,,
1860,100,C1,vererben,to inherit,2. prefix,,,
1861,100,C1,verweisen,"to refer, to direct",2. prefix,,,
1862,100,C1,verdammen,"to condemn, to damn",2. prefix,,,
1863,100,C1,vernichten,"to destroy, to ruin, to annihilate, to eradicate",2. prefix,,,
1864,100,C1,versagen,"to fail, to refuse, to deny",2. prefix,,,
1865,100,C1,verschwenden,"to squander, to waste",2. prefix,,,
1866,100,C1,verbergen,to conceal sth: to hide something,2. prefix,,,
1867,100,C1,versetzen,"to put, to move, to deal, to give (a blow, hit), to transfer (when to do with work)",2. prefix,,,
1868,100,C1,verabreden,"to arrange, to make an appointment",2. prefix,,,
1869,100,C1,verzehren,to consumme (with your mouth),2. prefix,,,
1870,100,C1,verfahren,,2. prefix,,,
1871,100,C1,verrühren,"to stir, to mix",2. prefix,,,
1872,100,C1,verderben,,2. prefix,,,
1873,100,C1,vereinigen,,2. prefix,,,
1874,100,C1,verführen,,2. prefix,,,
1875,100,C1,vergewaltigen,,2. prefix,,,
1876,100,C1,verkehren,,2. prefix,,,
1877,100,C1,verklagen,,2. prefix,,,
1878,100,C1,verschlafen,,2. prefix,,,
1879,100,C1,verwechseln,,2. prefix,,,
1880,100,C1,verweigern,,2. prefix,,,
1881,100,C1,verweilen,,2. prefix,,,
1882,100,C1,verabreichen,,2. prefix,,,
1883,100,C1,verankern,,2. prefix,,,
1884,100,C1,veranlassen,,2. prefix,,,
1885,100,C1,veranschaulichen,,2. prefix,,,
1886,100,C1,veranschlagen,,2. prefix,,,
1887,100,C1,verantworten,,2. prefix,,,
1888,100,C1,verbannen,,2. prefix,,,
1889,100,C1,verbauen,,2. prefix,,,
1890,100,C1,verbleiben,to remain,2. prefix,,,
1891,100,C1,verbuchen,,2. prefix,,,
1892,100,C1,verdecken,,2. prefix,,,
1893,100,C1,verdeutlichen,,2. prefix,,,
1894,100,C1,verdichten,,2. prefix,,,
1895,100,C1,verdrängen,,2. prefix,,,
1896,100,C1,verehren,,2. prefix,,,
1897,100,C1,vereinen,,2. prefix,,,
1898,100,C1,verfallen,,2. prefix,,,
1899,100,C1,verfehlen,,2. prefix,,,
1900,100,C1,verfeinern,,2. prefix,,,
1901,100,C1,vergehen,,2. prefix,,,
1902,100,C1,verhelfen,,2. prefix,,,
1903,100,C1,verhängen,,2. prefix,,,
1904,100,C1,verkraften,,2. prefix,,,
1905,100,C1,verkörpern,,2. prefix,,,
1906,100,C1,verlagern,,2. prefix,,,
1907,100,C1,verlauten,,2. prefix,,,
1908,100,C1,verlegen,,2. prefix,,,
1909,100,C1,verleiten,,2. prefix,,,
1910,100,C1,verlesen,,2. prefix,,,
1911,100,C1,verlinken,,2. prefix,,,
1912,100,C1,verlosen,,2. prefix,,,
1913,100,C1,vermarkten,,2. prefix,,,
1914,100,C1,vermelden,,2. prefix,,,
1915,100,C1,vermerken,,2. prefix,,,
1916,100,C1,vermieten,,2. prefix,,,
1917,100,C1,vermindern,,2. prefix,,,
1918,100,C1,vermischen,,2. prefix,,,
1919,100,C1,vermögen,,2. prefix,,,
1920,100,C1,vernachlässigen,,2. prefix,,,
1921,100,C1,vernehmen,,2. prefix,,,
1922,100,C1,verneinen,,2. prefix,,,
1923,100,C1,vernetzen,,2. prefix,,,
1924,100,C1,verordnen,,2. prefix,,,
1925,100,C1,verrechnen,,2. prefix,,,
1926,100,C1,verrichten,,2. prefix,,,
1927,100,C1,versammeln,,2. prefix,,,
1928,100,C1,verschaffen,,2. prefix,,,
1929,100,C1,verschenken,,2. prefix,,,
1930,100,C1,verschicken,,2. prefix,,,
1931,100,C1,verschlagen,,2. prefix,,,
1932,100,C1,verschleppen,,2. prefix,,,
1933,100,C1,verschließen,,2. prefix,,,
1934,100,C1,verschlingen,,2. prefix,,,
1935,100,C1,verschlüsseln,,2. prefix,,,
1936,100,C1,verschmelzen,,2. prefix,,,
1937,100,C1,verschonen,,2. prefix,,,
1938,100,C1,verschärfen,,2. prefix,,,
1939,100,C1,verschönern,,2. prefix,,,
1940,100,C1,versenden,,2. prefix,,,
1941,100,C1,versenken,,2. prefix,,,
1942,100,C1,versinken,,2. prefix,,,
1943,100,C1,versperren,,2. prefix,,,
1944,100,C1,verspielen,,2. prefix,,,
1945,100,C1,verspüren,,2. prefix,,,
1946,100,C1,verstauen,,2. prefix,,,
1947,100,C1,versteigern,,2. prefix,,,
1948,100,C1,versterben,,2. prefix,,,
1949,100,C1,verstossen,,2. prefix,,,
1950,100,C1,verstreichen,,2. prefix,,,
1951,100,C1,verständigen,,2. prefix,,,
1952,100,C1,versäumen,,2. prefix,,,
1953,100,C1,vertagen,,2. prefix,,,
1954,100,C1,vertragen,,2. prefix,,,
1955,100,C1,verunsichern,,2. prefix,,,
1956,100,C1,vervollständigen,,2. prefix,,,
1957,100,C1,verwehren,,2. prefix,,,
1958,100,C1,verwerfen,,2. prefix,,,
1959,100,C1,verwerten,,2. prefix,,,
1960,100,C1,verwickeln,,2. prefix,,,
1961,100,C1,verwundern,,2. prefix,,,
1962,100,C1,verwöhnen,,2. prefix,,,
1963,100,C1,verzaubern,,2. prefix,,,
1964,100,C1,verzeichnen,,2. prefix,,,
1965,100,C1,verzieren,,2. prefix,,,
1966,100,C1,verzögern,,2. prefix,,,
1967,100,C1,verüben,,2. prefix,,,
1968,100,C1,verzweifeln,to despair,2. prefix,,,
1969,100,C1,vergiften,to poison,2. prefix,,,
1970,100,C1,zerschlagen,,2. prefix,,,
1971,100,C1,zerbrechen,,2. prefix,,,
1972,100,C1,zerlegen,,2. prefix,,,
1973,100,C1,zertifizieren,,2. prefix,,,
1974,100,C1,durchsetzen,"to enforce, to assert",2. prefix,,,
1975,100,C1,durchbrechen,,2. prefix,,,
1976,100,C1,durchdringen,,2. prefix,,,
1977,100,C1,durchgehen,,2. prefix,,,
1978,100,C1,durchhalten,,2. prefix,,,
1979,100,C1,durchlaufen,,2. prefix,,,
1980,100,C1,durchlesen,,2. prefix,,,
1981,100,C1,durchsuchen,,2. prefix,,,
1982,100,C1,durchziehen,,2. prefix,,,
1983,100,C1,überfallen,"to attack, to raid (a bank), to invade (a country)",2. prefix,,,
1984,100,C1,überarbeiten,,2. prefix,,,
1985,100,C1,überbieten,,2. prefix,,,
1986,100,C1,überbringen,,2. prefix,,,
1987,100,C1,überbrücken,,2. prefix,,,
1988,100,C1,überdenken,,2. prefix,,,
1989,100,C1,übereinstimmen,,2. prefix,,,
1990,100,C1,überfordern,,2. prefix,,,
1991,100,C1,überführen,,2. prefix,,,
1992,100,C1,übergehen,,2. prefix,,,
1993,100,C1,überholen,,2. prefix,,,
1994,100,C1,überragen,,2. prefix,,,
1995,100,C1,überreden,,2. prefix,,,
1996,100,C1,überreichen,,2. prefix,,,
1997,100,C1,überschlagen,,2. prefix,,,
1998,100,C1,überschreiben,,2. prefix,,,
1999,100,C1,übersehen,,2. prefix,,,
2000,100,C1,überspringen,,2. prefix,,,
2001,100,C1,überstehen,,2. prefix,,,
2002,100,C1,übersteigen,,2. prefix,,,
2003,100,C1,übertreffen,,2. prefix,,,
2004,100,C1,überwiegen,,2. prefix,,,
2005,100,C1,überwältigen,,2. prefix,,,
2006,100,C1,überziehen,,2. prefix,,,
2007,100,C1,umbringen,"to kill, to murder, to be very angry at someone",2. prefix,,,
2008,100,C1,umbauen,,2. prefix,,,
2009,100,C1,umbenennen,,2. prefix,,,
2010,100,C1,umgestalten,,2. prefix,,,
2011,100,C1,umleiten,,2. prefix,,,
2012,100,C1,umrahmen,,2. prefix,,,
2013,100,C1,umschreiben,,2. prefix,,,
2014,100,C1,umsehen,,2. prefix,,,
2015,100,C1,umsteigen,,2. prefix,,,
2016,100,C1,umwandeln,,2. prefix,,,
2017,100,C1,unterbinden,,2. prefix,,,
2018,100,C1,unterbreiten,,2. prefix,,,
2019,100,C1,unterbringen,,2. prefix,,,
2020,100,C1,unterdrücken,,2. prefix,,,
2021,100,C1,untergehen,,2. prefix,,,
2022,100,C1,unterlassen,,2. prefix,,,
2023,100,C1,unterlaufen,,2. prefix,,,
2024,100,C1,untermauern,,2. prefix,,,
2025,100,C1,untersagen,,2. prefix,,,
2026,100,C1,unterschätzen,,2. prefix,,,
2027,100,C1,unterstellen,,2. prefix,,,
2028,100,C1,unterteilen,,2. prefix,,,
2029,100,C1,unterwerfen,,2. prefix,,,
2030,100,C1,unterziehen,,2. prefix,,,
2031,100,C1,abhauen,"to cut off (cutting weapon), to do a runner, to piss off",2. prefix,,,
2032,100,C1,abkommen,,2. prefix,,,
2033,100,C1,abtrennen,to detach,2. prefix,,,
2034,100,C1,abbringen,to dissuade,2. prefix,,,
2035,100,C1,anlügen,"to lie to, to tell someone a lie",2. prefix,,,
2036,100,C1,anschiessen,"to shoot along, to shoot someone",2. prefix,,,
2037,100,C1,anscheinen,,2. prefix,,,
2038,100,C1,anhängen,to attach,2. prefix,,,
2039,100,C1,einsperren,"to lock up, to imprison",2. prefix,,,
2040,100,C1,einatmen,,2. prefix,,,
2041,100,C1,einbilden,,2. prefix,,,
2042,100,C1,herschieben,,2. prefix,,,
2043,100,C1,hervorragen,,2. prefix,,,
2044,100,C1,hervorwagen,,2. prefix,,,
2045,100,C1,herausbekommen,,2. prefix,,,
2046,100,C1,nachsehen,"to chech back, to peek, to look something up/over",2. prefix,,,
2047,100,C1,vorbeireiten,,2. prefix,,,
2048,100,C1,vorschlafen,,2. prefix,,,
2049,100,C1,zurückbringen,"to return something, to restore",2. prefix,,,
2050,100,C1,beglücken,to make happy,2. prefix,,,
2051,100,C1,befreunden,to befriend (refl.),2. prefix,,,
2052,100,C1,beglückwünschen,"to congratulate, to felicitate",2. prefix,,,
2053,100,C1,bescheissen,"to deceive someone, to screw someone",2. prefix,,,
2054,100,C1,beben,,2. prefix,,,
2055,100,C1,bellen,,2. prefix,,,
2056,100,C1,befehligen,to command,2. prefix,,,
2057,100,C1,bewachen,to guard,2. prefix,,,
2058,100,C1,entbehren,,2. prefix,,,
2059,100,C1,entgegenen,,2. prefix,,,
2060,100,C1,ersehen,,2. prefix,,,
2061,100,C1,ersuchen,,2. prefix,,,
2062,100,C1,genieren,,2. prefix,,,
2063,100,C1,verbrechen,to commit (a crime),2. prefix,,,
2064,100,C1,verarschen,"to trick, to fool",2. prefix,,,
2065,100,C1,verfluchen,to curse,2. prefix,,,
2066,100,C1,versauen,"to mess something up, to butcher something, to cock something up",2. prefix,,,
2067,100,C1,vermasseln,"to screw up, to botch, to goof, to muddle",2. prefix,,,
2068,100,C1,verprügeln,"to beat someone up, to wallop",2. prefix,,,
2069,100,C1,verscheiden,,2. prefix,,,
2070,100,C1,verschilfen,,2. prefix,,,
2071,100,C1,verschneien,,2. prefix,,,
2072,100,C1,verwehen,,2. prefix,,,
2073,100,C1,verachten,,2. prefix,,,
2074,100,C1,verkommen,,2. prefix,,,
2075,100,C1,vermehren,,2. prefix,,,
2076,100,C1,verheimlichen,to conceal,2. prefix,,,
2077,100,C1,zerfahren,,2. prefix,,,
2078,100,C1,durchmachen,"to go through, to endure, to undergo, to finish, to stay up all night",2. prefix,,,
2079,100,C1,durchmessen,,2. prefix,,,
2080,100,C1,übereinkommen,,2. prefix,,,
2081,100,C1,überfragen,,2. prefix,,,
2082,100,C1,überliegen,,2. prefix,,,
2083,100,C1,überschreien,,2. prefix,,,
2084,100,C1,umrühen,to stir,2. prefix,,,
2085,100,C1,veräußern,,2. prefix,,,
2086,100,C1,zusammenstoßen,,2. prefix,,,
