Nr,level,german,english,type,answer,question,case,gender
1111,8,Ich zeige einem Bild meine Freunde.,,,einem,Ich zeige _____ Bild meine Freunde.,dative,masculine
1112,8,Sie gibt einem Buch eine neue Bedeutung.,,,einem,Sie gibt _____ Buch eine neue Bedeutung.,dative,masculine
1113,8,Ich helfe einem Jahr mit einer neuen Planung.,,,einem,Ich helfe _____ Jahr mit einer neuen Planung.,dative,masculine
1114,8,Er gibt einem Mal eine neue Bedeutung.,,,einem,Er gibt _____ Mal eine neue Bedeutung.,dative,masculine
1115,8,Sie folgt einem Beispiel ihrer Mutter.,,,einem,Sie folgt _____ Beispiel ihrer Mutter.,dative,masculine
1116,8,Ich widme einer Zeit meine Aufmerksamkeit.,,,einer,Ich widme _____ Zeit meine Aufmerksamkeit.,dative,feminine
1117,8,Er schenkt einer Frau Blumen.,,,einer,Er schenkt _____ Frau Blumen.,dative,feminine
1118,8,Ich vertraue einem Menschen.,,,einem,Ich vertraue _____ Menschen.,dative,masculine
1119,8,Sie gibt einem Kind ein Geschenk.,,,einem,Sie gibt _____ Kind ein Geschenk.,dative,masculine
1120,8,Wir widmen einem Tag eine Feier.,,,einem,Wir widmen _____ Tag eine Feier.,dative,masculine
1121,8,Sie hilft einem Mann im Garten.,,,einem,Sie hilft _____ Mann im Garten.,dative,masculine
1122,8,Ich widme einer Frage viel Zeit.,,,einer,Ich widme _____ Frage viel Zeit.,dative,feminine
1123,8,Wir nähern uns einem Haus langsam.,,,einem,Wir nähern uns _____ Haus langsam.,dative,masculine
1124,8,Ich erzähle einen Leuten eine Geschichte.,,,einen,Ich erzähle _____ Leuten eine Geschichte.,dative,neuter
1125,8,Er widmet einer Arbeit seine ganze Kraft.,,,einer,Er widmet _____ Arbeit seine ganze Kraft.,dative,feminine
1126,8,Wir passen einem Prozent die Werte an.,,,einem,Wir passen _____ Prozent die Werte an.,dative,masculine
1127,8,Ich gebe einer Hand einen festen Druck.,,,einer,Ich gebe _____ Hand einen festen Druck.,dative,feminine
1128,8,Er zeigt einer Stadt seine Kunst.,,,einer,Er zeigt _____ Stadt seine Kunst.,dative,feminine
1129,8,Ich danke einem Herrn für seine Hilfe.,,,einem,Ich danke _____ Herrn für seine Hilfe.,dative,masculine
1130,8,Sie nähert sich einem Problem vorsichtig.,,,einem,Sie nähert sich _____ Problem vorsichtig.,dative,masculine
1131,9,Ich wohne an der Strasse.,I live on the street.,,der,Ich wohne an _____ Strasse.,,
1132,9,Das Bild hängt an der Wand.,The picture hangs on the wall.,,der,Das Bild hängt an _____ Wand.,,
1133,9,Ich arbeite an dem Computer.,I work on the computer.,,dem,Ich arbeite an _____ Computer.,,
1134,9,Sie steht an dem Fenster.,She stands at the window.,,dem,Sie steht an _____ Fenster.,,
1135,9,Das Buch liegt auf dem Tisch,The book lies on the table,,dem,Das Buch liegt auf _____ Tisch,,
1136,9,Die Katze sitzt auf dem Stuhl,The cat sits on the chair,,dem,Die Katze sitzt auf _____ Stuhl,,
1137,9,Der Vogel sitzt auf dem Baum,The bird sits on the tree,,dem,Der Vogel sitzt auf _____ Baum,,
1138,9,Wir fahren auf die Insel,We travel onto the island,,die,Wir fahren auf _____ Insel,,
1139,9,Die Kinder spielen auf dem Spielplatz,The children play on the playground,,dem,Die Kinder spielen auf _____ Spielplatz,,
1140,9,Das Wasser kommt aus der Flasche.,The water comes out of the bottle.,,der,Das Wasser kommt aus _____ Flasche.,,
1141,9,Er geht aus dem Haus.,He goes out of the house.,,dem,Er geht aus _____ Haus.,,
1142,9,Ich lerne Deutsch bei der Volkshochschule,I learn German at the adult education center,,der,Ich lerne Deutsch bei _____ Volkshochschule,,
1143,9,Ich kaufe Brot für das Frühstück.,I'm buying bread for breakfast.,,das,Ich kaufe Brot für _____ Frühstück.,,
1144,9,Er lernt Deutsch für die Reise.,He is learning German for the trip.,,die,Er lernt Deutsch für _____ Reise.,,
1145,9,Das ist gut für die Gesundheit.,That is good for your health.,,die,Das ist gut für _____ Gesundheit.,,
1146,9,Der Ball fliegt gegen die Wand.,The ball flies against the wall.,,die,Der Ball fliegt gegen _____ Wand.,,
1147,9,Der Ball ist hinter dem Sofa.,The ball is behind the sofa.,,dem,Der Ball ist hinter _____ Sofa.,,
1148,9,Das Haus ist hinter dem Baum.,The house is behind the tree.,,dem,Das Haus ist hinter _____ Baum.,,
1149,9,Ich wohne hinter der Bäckerei.,I live behind the bakery.,,der,Ich wohne hinter _____ Bäckerei.,,
1150,9,Schreib deinen Namen hinter die Zahl.,Write your name behind the number.,,die,Schreib deinen Namen hinter _____ Zahl.,,
1151,9,Ich bin in der Schule.,I am in school.,,der,Ich bin in _____ Schule.,,
1152,9,Das Buch ist in der Tasche.,The book is in the bag.,,der,Das Buch ist in _____ Tasche.,,
1153,9,Ich bin in dem Büro.,I am in the office.,,dem,Ich bin in _____ Büro.,,
1154,9,Ich fahre mit dem Bus.,I go by bus.,,dem,Ich fahre mit _____ Bus.,,
1155,9,Nach dem Essen spüle ich das Geschirr.,"After the meal, I wash the dishes.",,dem,Nach _____ Essen spüle ich das Geschirr.,,
1156,9,Der Stuhl steht neben dem Tisch.,The chair is next to the table.,,dem,Der Stuhl steht neben _____ Tisch.,,
1157,9,Das Haus ist neben der Kirche.,The house is next to the church.,,der,Das Haus ist neben _____ Kirche.,,
1158,9,Neben dem Bahnhof gibt es ein Café.,Next to the train station there is a café.,,dem,Neben _____ Bahnhof gibt es ein Café.,,
1159,9,Er stellt die Lampe neben das Bett.,He puts the lamp next to the bed.,,das,Er stellt die Lampe neben _____ Bett.,,
1160,9,Sie arbeitet seit Montag in der neuen Firma.,She has been working at the new company since Monday.,,der,Sie arbeitet seit Montag in _____ neuen Firma.,,
1161,9,Seit dem Unfall kann er nicht mehr laufen.,"Since the accident, he can no longer walk.",,dem,Seit _____ Unfall kann er nicht mehr laufen.,,
1162,9,Die Lampe hängt über dem Tisch.,The lamp hangs above the table.,,dem,Die Lampe hängt über _____ Tisch.,,
1163,9,Das Bild hängt über dem Sofa.,The picture hangs above the sofa.,,dem,Das Bild hängt über _____ Sofa.,,
1164,9,Wir sprechen über das Wetter.,We are talking about the weather.,,das,Wir sprechen über _____ Wetter.,,
1165,9,Der Film ist über das Leben eines Künstlers.,The film is about the life of an artist.,,das,Der Film ist über _____ Leben eines Künstlers.,,
1166,9,Der Ball liegt unter dem Tisch.,The ball is under the table.,,dem,Der Ball liegt unter _____ Tisch.,,
1167,9,Das Buch ist unter den Papieren.,The book is under the papers.,,den,Das Buch ist unter _____ Papieren.,,
1168,9,Die Erde dreht sich um die Sonne.,The Earth revolves around the sun.,,die,Die Erde dreht sich um _____ Sonne.,,
1169,9,Wir sitzen um den Tisch.,We are sitting around the table.,,den,Wir sitzen um _____ Tisch.,,
1170,9,Der Baum steht vor dem Haus.,The tree stands in front of the house.,,dem,Der Baum steht vor _____ Haus.,,
1171,9,Ich warte vor der Tür.,I am waiting in front of the door.,,der,Ich warte vor _____ Tür.,,
1172,9,Sie schützt sich vor der Sonne.,She protects herself from the sun.,,der,Sie schützt sich vor _____ Sonne.,,
1173,9,Ich gehe zu dem Bahnhof.,I am going to the train station.,,dem,Ich gehe zu _____ Bahnhof.,,
1174,9,Wir fahren zu dem Strand.,We are driving to the beach.,,dem,Wir fahren zu _____ Strand.,,
1175,9,Ich gratuliere dir zu dem Geburtstag.,I congratulate you on your birthday.,,dem,Ich gratuliere dir zu _____ Geburtstag.,,
1176,9,Der Tisch steht zwischen den Stühlen.,The table is between the chairs.,,den,Der Tisch steht zwischen _____ Stühlen.,,
1177,9,Das Museum ist zwischen der Bank und der Post.,The museum is between the bank and the post office.,,der,Das Museum ist zwischen _____ Bank und der Post.,,
1178,9,Zwischen 10 und 12 Uhr bin ich in dem Büro.,Between 10 and 12 o'clock I am in the office.,,dem,Zwischen 10 und 12 Uhr bin ich in _____ Büro.,,
1179,9,Wir gehen auf die Strasse,We go onto the street,,die,Wir gehen auf _____ Strasse,,
1180,9,An dem Abend esse ich Brot.,On the evening I eat bread.,,dem,An _____ Abend esse ich Brot.,,
1181,9,Die Lampe ist an der Decke.,The lamp is on the ceiling.,,der,Die Lampe ist an _____ Decke.,,
1182,9,Wir fahren an den See.,We drive to the lake.,,den,Wir fahren an _____ See.,,
1183,9,Das Haus ist an dem Fluss.,The house is on the river.,,dem,Das Haus ist an _____ Fluss.,,
1184,9,Sie schreibt auf dem Papier,She writes on the paper,,dem,Sie schreibt auf _____ Papier,,
1185,9,Ich gehe auf die Party,I go to the party,,die,Ich gehe auf _____ Party,,
1186,9,Die Musik kommt aus dem Radio.,The music comes from the radio.,,dem,Die Musik kommt aus _____ Radio.,,
1187,9,Das Licht kommt aus dem Fenster.,The light comes from the window.,,dem,Das Licht kommt aus _____ Fenster.,,
1188,9,Ich nehme das Buch aus dem Regal.,I take the book from the shelf.,,dem,Ich nehme das Buch aus _____ Regal.,,
1189,9,Sie steigt aus dem Bus.,She gets out of the bus.,,dem,Sie steigt aus _____ Bus.,,
1190,9,Die Geschichte ist aus dem Buch.,The story is from the book.,,dem,Die Geschichte ist aus _____ Buch.,,
1191,9,Das Problem liegt bei der Technik.,The problem is with the technology.,,der,Das Problem liegt bei _____ Technik.,,
1192,9,Es ist nur ein kurzer Weg bis zu dem Park.,It's only a short way to the park.,,dem,Es ist nur ein kurzer Weg bis zu _____ Park.,,
1193,9,Er hat gegen die Regeln verstossen.,He acted against the rules.,,die,Er hat gegen _____ Regeln verstossen.,,
1194,9,Stell die Leiter gegen die Wand.,Put the ladder against the wall.,,die,Stell die Leiter gegen _____ Wand.,,
1195,9,Wir kämpfen gegen die Ungerechtigkeit.,We fight against injustice.,,die,Wir kämpfen gegen _____ Ungerechtigkeit.,,
1196,9,Hinter dem Haus ist ein Garten.,Behind the house is a garden.,,dem,Hinter _____ Haus ist ein Garten.,,
1197,9,Sie versteckt sich hinter der Tür.,She is hiding behind the door.,,der,Sie versteckt sich hinter _____ Tür.,,
1198,9,Das Bild hängt in dem Wohnzimmer.,The picture hangs in the living room.,,dem,Das Bild hängt in _____ Wohnzimmer.,,
1199,9,Es ist kalt in dem Winter.,It is cold in winter.,,dem,Es ist kalt in _____ Winter.,,
1200,9,Der Fisch schwimmt in dem Wasser.,The fish swims in the water.,,dem,Der Fisch schwimmt in _____ Wasser.,,
1201,9,Wir sprechen mit dem Lehrer.,We speak with the teacher.,,dem,Wir sprechen mit _____ Lehrer.,,
1202,9,Mit dem Auto dauert es länger.,By car it takes longer.,,dem,Mit _____ Auto dauert es länger.,,
1203,9,Ich gehe mit dir in das Kino.,I go to the cinema with you.,,das,Ich gehe mit dir in _____ Kino.,,
1204,9,Sie kommt mit dem Zug an.,She arrives by train.,,dem,Sie kommt mit _____ Zug an.,,
1205,9,Neben den Kosten gibt es auch Vorteile.,"Besides the costs, there are also advantages.",,den,Neben _____ Kosten gibt es auch Vorteile.,,
1206,9,Seit dem frühen Morgen regnet es.,It has been raining since early morning.,,dem,Seit _____ frühen Morgen regnet es.,,
1207,9,Er springt über den Graben.,He jumps over the ditch.,,den,Er springt über _____ Graben.,,
1208,9,Die Wolken ziehen über den Himmel.,The clouds are moving across the sky.,,den,Die Wolken ziehen über _____ Himmel.,,
1209,9,Schreib deinen Namen unter den Text.,Write your name under the text.,,den,Schreib deinen Namen unter _____ Text.,,
1210,9,Die Katze versteckt sich unter dem Bett.,The cat is hiding under the bed.,,dem,Die Katze versteckt sich unter _____ Bett.,,
1211,9,Er läuft um den Block.,He runs around the block.,,den,Er läuft um _____ Block.,,
1212,9,Er ist krank von der Reise.,He is sick from the trip.,,der,Er ist krank von _____ Reise.,,
1213,9,Das ist ein Lied von den Beatles.,That is a song by the Beatles.,,den,Das ist ein Lied von _____ Beatles.,,
1214,9,Ich bin müde von der Arbeit.,I am tired from work.,,der,Ich bin müde von _____ Arbeit.,,
1215,9,Vor dem Essen waschen wir die Hände.,"Before eating, we wash our hands.",,dem,Vor _____ Essen waschen wir die Hände.,,
1216,9,Ich habe keine Zeit zu dem Lesen.,I have no time to read.,,dem,Ich habe keine Zeit zu _____ Lesen.,,
1217,9,Leg das Buch zwischen die anderen Bücher.,Put the book between the other books.,,die,Leg das Buch zwischen _____ anderen Bücher.,,
1218,9,Zwischen den Jahren feiert man Silvester.,"Between the years, one celebrates New Year's Eve.",,den,Zwischen _____ Jahren feiert man Silvester.,,
1219,10,viel,"a lot, much",mengen,,,,
1220,10,viele,many,mengen,,,,
1221,10,wenig,"few, little",mengen,,,,
1222,10,wenige,few,mengen,,,,
1223,10,manche,"some, several, a few",indefinit,,,,
1224,10,diese,"this, these",demonstrative,,,,
1225,10,jede,"every, each",indefinit,,,,
1226,10,keine,"none, no",indefinit,,,,
1227,10,mehr,more,mengen,,,,
1228,10,andere,others,,,,,
1229,10,beide,both,mengen,,,,
1230,11,Ich möchte mehr Zeit zum Lernen haben.,I would like to have more time to study.,,mehr,Ich möchte _____ Zeit zum Lernen haben.,,
1231,11,Kannst du mir mehr Informationen geben?,Can you give me more information?,,mehr,Kannst du mir _____ Informationen geben?,,
1232,11,Er verbringt mehr Zeit als zuvor.,He spends more time than before.,,mehr,Er verbringt _____ Zeit als zuvor.,,
1233,11,Ich brauche mehr Geduld mit diesem Projekt.,I need more patience with this project.,,mehr,Ich brauche _____ Geduld mit diesem Projekt.,,
1234,11,Es gibt immer mehr Autos auf den Straßen.,There are more and more cars on the streets.,,mehr,Es gibt immer _____ Autos auf den Straßen.,,
1235,11,Diese Frau ist meine Lehrerin.,This woman is my teacher.,,Diese,_____ Frau ist meine Lehrerin.,,
1236,11,Ich kaufe diesen Apfel.,I am buying this apple.,,diesen,Ich kaufe _____ Apfel.,,
1237,11,Mit diesem Buch lerne ich Deutsch.,"With this book, I am learning German.",,diesem,Mit _____ Buch lerne ich Deutsch.,,
1238,11,Ich mag diese Hunde.,I like these dogs.,,diese,Ich mag _____ Hunde.,,
1239,11,Der Geschmack dieses Weines ist sehr gut.,The taste of this wine is very good.,,dieses,Der Geschmack _____ Weines ist sehr gut.,,
1240,11,Ich habe keine Zeit für ein Gespräch.,I have no time for a conversation.,,keine,Ich habe _____ Zeit für ein Gespräch.,,
1241,11,Kein Mensch ist perfekt.,No person is perfect.,,Kein,_____ Mensch ist perfekt.,,
1242,11,"Wir haben keine Lust, heute auszugehen.",We have no desire to go out today.,,keine,"Wir haben _____ Lust, heute auszugehen.",,
1243,11,Er hat keine Ahnung von Mathematik.,He has no idea about mathematics.,,keine,Er hat _____ Ahnung von Mathematik.,,
1244,11,Ich spreche mit keinem meiner Kollegen.,I speak with none of my colleagues.,,keinem,Ich spreche mit _____ meiner Kollegen.,,
1245,11,"Er hat viel Geld, aber er gibt wenig aus.","He has a lot of money, but he spends little.",,viel,"Er hat _____ Geld, aber er gibt wenig aus.",,
1246,11,"Ich trinke viel Wasser, weil es gesund ist.",I drink a lot of water because it is healthy.,,viel,"Ich trinke _____ Wasser, weil es gesund ist.",,
1247,11,Es gibt viel Verkehr in der Stadt am Morgen.,There is a lot of traffic in the city in the morning.,,viel,Es gibt _____ Verkehr in der Stadt am Morgen.,,
1248,11,Sie lernt viel für die Prüfung nächste Woche.,She studies a lot for the exam next week.,,viel,Sie lernt _____ für die Prüfung nächste Woche.,,
1249,11,Wir haben viel Spaß im Urlaub gehabt.,We had a lot of fun on vacation.,,viel,Wir haben _____ Spaß im Urlaub gehabt.,,
1250,11,"Manche Leute mögen Pizza, andere bevorzugen Pasta.","Some people like pizza, others prefer pasta.",,andere,"Manche Leute mögen Pizza, _____ bevorzugen Pasta.",,
1251,11,"Einige arbeiten gerne im Büro, andere lieber von zu Hause aus.","Some like working in the office, others prefer working from home.",,andere,"Einige arbeiten gerne im Büro, _____ lieber von zu Hause aus.",,
1252,11,"Manche Tiere sind tagaktiv, andere sind nachtaktiv.","Some animals are active during the day, others are active at night.",,andere,"Manche Tiere sind tagaktiv, _____ sind nachtaktiv.",,
1253,11,"Einige Schüler lernen schnell, andere brauchen mehr Zeit.","Some students learn quickly, others need more time.",,andere,"Einige Schüler lernen schnell, _____ brauchen mehr Zeit.",,
1254,11,"Einige mögen klassische Musik, andere hören lieber Pop.","Some like classical music, others prefer listening to pop.",,andere,"Einige mögen klassische Musik, _____ hören lieber Pop.",,
1255,11,Beide Eltern arbeiten in einem Krankenhaus.,Both parents work in a hospital.,,Beide,_____ Eltern arbeiten in einem Krankenhaus.,,
1256,11,Ich habe beide Bücher gelesen.,I have read both books.,,beide,Ich habe _____ Bücher gelesen.,,
1257,11,Er hat mit beiden Freunden gesprochen.,He talked to both friends.,,beiden,Er hat mit _____ Freunden gesprochen.,,
1258,11,Beide Städte sind sehr schön.,Both cities are very beautiful.,,Beide,_____ Städte sind sehr schön.,,
1259,11,Der Preis beider Autos ist sehr hoch.,The price of both cars is very high.,,beider,Der Preis _____ Autos ist sehr hoch.,,
1260,11,Viele Leute fahren im Sommer ans Meer.,Many people go to the sea in summer.,,Viele,_____ Leute fahren im Sommer ans Meer.,,
1261,11,Ich habe viele Bücher in meinem Regal.,I have many books on my shelf.,,viele,Ich habe _____ Bücher in meinem Regal.,,
1262,11,Er kennt viele interessante Geschichten.,He knows many interesting stories.,,viele,Er kennt _____ interessante Geschichten.,,
1263,11,Viele Kinder spielen gerne im Park.,Many children like to play in the park.,,Viele,_____ Kinder spielen gerne im Park.,,
1264,11,In dieser Stadt gibt es viele Museen.,There are many museums in this city.,,viele,In dieser Stadt gibt es _____ Museen.,,
1265,11,Wenige Menschen verstehen diese Sprache.,Few people understand this language.,,Wenige,_____ Menschen verstehen diese Sprache.,,
1266,11,Nur wenige Schüler haben die Prüfung bestanden.,Only a few students passed the exam.,,wenige,Nur _____ Schüler haben die Prüfung bestanden.,,
1267,11,Es gibt nur wenige Plätze im Bus.,There are only a few seats on the bus.,,wenige,Es gibt nur _____ Plätze im Bus.,,
1268,11,"Wenige wissen, wie schwierig es war.",Few know how difficult it was.,,Wenige,"_____ wissen, wie schwierig es war.",,
1269,11,In diesem Dorf gibt es nur wenige Geschäfte.,There are only a few shops in this village.,,wenige,In diesem Dorf gibt es nur _____ Geschäfte.,,
1270,11,Jede Stadt hat ihre eigene Geschichte.,Every city has its own history.,,Jede,_____ Stadt hat ihre eigene Geschichte.,,
1271,11,Ich lese jeden Tag ein Buch.,I read a book every day.,,jeden,Ich lese _____ Tag ein Buch.,,
1272,11,Mit jedem neuen Tag lernen wir etwas.,"With each new day, we learn something.",,jedem,Mit _____ neuen Tag lernen wir etwas.,,
1273,11,Jede dieser Blumen ist wunderschön.,Each of these flowers is beautiful.,,Jede,_____ dieser Blumen ist wunderschön.,,
1274,11,Der Preis jedes Produkts ist unterschiedlich.,The price of each product is different.,,jedes,Der Preis _____ Produkts ist unterschiedlich.,,
1275,11,Manche Leute mögen keinen Kaffee.,Some people don't like coffee.,,Manche,_____ Leute mögen keinen Kaffee.,,
1276,11,Ich kenne manche dieser Geschichten.,I know some of these stories.,,manche,Ich kenne _____ dieser Geschichten.,,
1277,11,Mit manchem Problem muss man alleine klarkommen.,"With some problems, you have to cope alone.",,manchem,Mit _____ Problem muss man alleine klarkommen.,,
1278,11,Manche Tage sind schwieriger als andere.,Some days are harder than others.,,Manche,_____ Tage sind schwieriger als andere.,,
1279,11,Der Wert mancher Dinge steigt mit der Zeit.,The value of some things increases over time.,,mancher,Der Wert _____ Dinge steigt mit der Zeit.,,
1280,11,Ich habe heute wenig Zeit.,I have little time today.,,wenig,Ich habe heute _____ Zeit.,,
1281,11,Er isst nur wenig Fleisch.,He eats only a little meat.,,wenig,Er isst nur _____ Fleisch.,,
1282,11,Es gibt wenig Schnee in diesem Winter.,There is little snow this winter.,,wenig,Es gibt _____ Schnee in diesem Winter.,,
1283,11,"Sie spricht wenig Deutsch, aber sie lernt.","She speaks little German, but she is learning.",,wenig,"Sie spricht _____ Deutsch, aber sie lernt.",,
1284,11,"Ich habe wenig Lust, heute Abend auszugehen.",I have little desire to go out tonight.,,wenig,"Ich habe _____ Lust, heute Abend auszugehen.",,
1285,12,jene,"that, those",demonstrative,,,,
1286,12,einzelne,"individual, single",mengen,,,,
1287,12,irgendein,any,,,,,
1288,12,mehrere,"several, multiple",mengen,,,,
1289,12,etliche,quite a few,mengen,,,,
1290,12,verschiedene,"different, various",mengen,,,,
1291,12,zahlreiche,numerous,mengen,,,,
1292,12,solch,such,demonstrative,,,,
1293,12,diejenigen,those,relative & emphatic,,,,
1294,12,dieselbe,the same,relative & emphatic,,,,
1295,12,folgend,"following, subsequent",relative & emphatic,,,,
1296,12,allerlei,"all kinds of, all sort of",relative & emphatic,,,,
1297,12,sämtliche,"all, every single",relative & emphatic,,,,
1298,13,Etliche Menschen haben sich über die neuen Regeln beschwert.,Quite a few people have complained about the new rules.,,Etliche,_____ Menschen haben sich über die neuen Regeln beschwert.,,
1299,13,Ich habe etliche Stunden mit diesem Problem verbracht.,I have spent several hours on this problem.,,etliche,Ich habe _____ Stunden mit diesem Problem verbracht.,,
1300,13,Mit etlichen Kollegen habe ich über das Projekt diskutiert.,I have discussed the project with several colleagues.,,etlichen,Mit _____ Kollegen habe ich über das Projekt diskutiert.,,
1301,13,Die Qualität etlicher Produkte hat sich verbessert.,The quality of several products has improved.,,etlicher,Die Qualität _____ Produkte hat sich verbessert.,,
1302,13,Er hat etliche Bücher über Geschichte gelesen.,He has read several books about history.,,etliche,Er hat _____ Bücher über Geschichte gelesen.,,
1303,13,Sämtliche Dokumente müssen bis morgen eingereicht werden.,All documents must be submitted by tomorrow.,,Sämtliche,_____ Dokumente müssen bis morgen eingereicht werden.,,
1304,13,"Ich habe sämtliche Berichte gelesen, bevor ich meine Entscheidung getroffen habe.",I read all reports before making my decision.,,sämtliche,"Ich habe _____ Berichte gelesen, bevor ich meine Entscheidung getroffen habe.",,
1305,13,Mit sämtlichen Kollegen wurde über die neuen Regeln gesprochen.,All colleagues were informed about the new rules.,,sämtlichen,Mit _____ Kollegen wurde über die neuen Regeln gesprochen.,,
1306,13,Die Qualität sämtlicher Produkte wurde geprüft.,The quality of all products has been checked.,,sämtlicher,Die Qualität _____ Produkte wurde geprüft.,,
1307,13,Sämtliche Teilnehmer des Wettbewerbs müssen sich registrieren.,All participants of the competition must register.,,Sämtliche,_____ Teilnehmer des Wettbewerbs müssen sich registrieren.,,
1308,13,Einzelne Schüler hatten Schwierigkeiten mit der Aufgabe.,Some individual students had difficulties with the task.,,Einzelne,_____ Schüler hatten Schwierigkeiten mit der Aufgabe.,,
1309,13,Ich habe einzelne Seiten des Buches überflogen.,I skimmed through individual pages of the book.,,einzelne,Ich habe _____ Seiten des Buches überflogen.,,
1310,13,Mit einzelnen Kunden haben wir besondere Verträge.,"With some individual customers, we have special contracts.",,einzelnen,Mit _____ Kunden haben wir besondere Verträge.,,
1311,13,Die Bedeutung einzelner Wörter kann sich je nach Kontext ändern.,The meaning of individual words can change depending on the context.,,einzelner,Die Bedeutung _____ Wörter kann sich je nach Kontext ändern.,,
1312,13,Einzelne Menschen können große Veränderungen bewirken.,Individual people can bring about great changes.,,Einzelne,_____ Menschen können große Veränderungen bewirken.,,
1313,13,"Hast du irgendeine Idee, wie wir das Problem lösen können?",Do you have any idea how we can solve the problem?,,irgendeine,"Hast du _____ Idee, wie wir das Problem lösen können?",,
1314,13,Irgendein Fehler muss im System sein.,There must be some error in the system.,,Irgendein,_____ Fehler muss im System sein.,,
1315,13,Er hat mit irgendeinem Kollegen darüber gesprochen.,He talked about it with some colleague.,,irgendeinem,Er hat mit _____ Kollegen darüber gesprochen.,,
1316,13,Die Bedeutung irgendeines Wortes kann sich mit der Zeit ändern.,The meaning of some word can change over time.,,irgendeines,Die Bedeutung _____ Wortes kann sich mit der Zeit ändern.,,
1317,13,"Falls irgendein Problem auftritt, rufen Sie mich bitte an.","If any problem occurs, please call me.",,irgendein,"Falls _____ Problem auftritt, rufen Sie mich bitte an.",,
1318,13,Jene Frau dort ist eine berühmte Autorin.,That woman over there is a famous author.,,Jene,_____ Frau dort ist eine berühmte Autorin.,,
1319,13,Ich erinnere mich noch an jenen Tag.,I still remember that day.,,jenen,Ich erinnere mich noch an _____ Tag.,,
1320,13,Mit jenem Mann habe ich schon einmal gesprochen.,I have spoken with that man before.,,jenem,Mit _____ Mann habe ich schon einmal gesprochen.,,
1321,13,Die Farben jener Bilder sind beeindruckend.,The colors of those paintings are impressive.,,jener,Die Farben _____ Bilder sind beeindruckend.,,
1322,13,Jene Momente werde ich niemals vergessen.,I will never forget those moments.,,Jene,_____ Momente werde ich niemals vergessen.,,
1323,13,Solche Situationen können sehr stressig sein.,Such situations can be very stressful.,,Solche,_____ Situationen können sehr stressig sein.,,
1324,13,Ich habe solch eine Erfahrung noch nie gemacht.,I have never had such an experience.,,solch,Ich habe _____ eine Erfahrung noch nie gemacht.,,
1325,13,Mit solchem Wetter habe ich nicht gerechnet.,I did not expect such weather.,,solchem,Mit _____ Wetter habe ich nicht gerechnet.,,
1326,13,Die Auswirkungen solch einer Entscheidung können groß sein.,The effects of such a decision can be significant.,,solch,Die Auswirkungen _____ einer Entscheidung können groß sein.,,
1327,13,Warum interessieren dich solch komplizierte Themen?,Why are you interested in such complicated topics?,,solch,Warum interessieren dich _____ komplizierte Themen?,,
1328,13,Sie trägt dieselbe Jacke wie gestern.,She is wearing the same jacket as yesterday.,,dieselbe,Sie trägt _____ Jacke wie gestern.,,
1329,13,Wir haben dieselbe Meinung über dieses Thema.,We have the same opinion about this topic.,,dieselbe,Wir haben _____ Meinung über dieses Thema.,,
1330,13,Er arbeitet im selben Büro wie sein Bruder.,He works in the same office as his brother.,,selben,Er arbeitet im _____ Büro wie sein Bruder.,,
1331,13,Die Qualität desselben Produkts kann variieren.,The quality of the same product can vary.,,desselben,Die Qualität _____ Produkts kann variieren.,,
1332,13,Sie benutzen dieselben Bücher für den Unterricht.,They use the same books for class.,,dieselben,Sie benutzen _____ Bücher für den Unterricht.,,
1333,13,"Mehrere Studien zeigen, dass Sport die Konzentration verbessert.",Several studies show that sports improve concentration.,,Mehrere,"_____ Studien zeigen, dass Sport die Konzentration verbessert.",,
1334,13,Ich habe mehrere interessante Artikel zu diesem Thema gelesen.,I have read several interesting articles on this topic.,,mehrere,Ich habe _____ interessante Artikel zu diesem Thema gelesen.,,
1335,13,Mit mehreren Kollegen habe ich über das Projekt diskutiert.,I have discussed the project with several colleagues.,,mehreren,Mit _____ Kollegen habe ich über das Projekt diskutiert.,,
1336,13,Die Ergebnisse mehrerer Experimente waren sehr überraschend.,The results of several experiments were very surprising.,,mehrerer,Die Ergebnisse _____ Experimente waren sehr überraschend.,,
1337,13,Mehrere Teilnehmer haben sich über die Organisation beschwert.,Several participants complained about the organization.,,Mehrere,_____ Teilnehmer haben sich über die Organisation beschwert.,,
1338,13,Zahlreiche Menschen nahmen an der Demonstration teil.,Numerous people participated in the demonstration.,,Zahlreiche,_____ Menschen nahmen an der Demonstration teil.,,
1339,13,Ich habe zahlreiche interessante Artikel zu diesem Thema gefunden.,I have found numerous interesting articles on this topic.,,zahlreiche,Ich habe _____ interessante Artikel zu diesem Thema gefunden.,,
1340,13,Mit zahlreichen Kollegen habe ich in den letzten Jahren zusammengearbeitet.,I have worked with numerous colleagues over the past years.,,zahlreichen,Mit _____ Kollegen habe ich in den letzten Jahren zusammengearbeitet.,,
1341,13,Die Qualität zahlreicher Produkte wurde verbessert.,The quality of numerous products has been improved.,,zahlreicher,Die Qualität _____ Produkte wurde verbessert.,,
1342,13,Wir haben zahlreiche Ideen für das neue Projekt entwickelt.,We have developed numerous ideas for the new project.,,zahlreiche,Wir haben _____ Ideen für das neue Projekt entwickelt.,,
