Nr,exercise,question,answer,german,english,french,explanation_english,explanation_french,opposite,type
174,6,Wir fahren _____ mit dem Fahrrad zur Arbeit.,meistens,Wir fahren meistens mit dem Fahrrad zur Arbeit.,We usually go to work by bike.,Nous allons généralement au travail à vélo.,"meistens = mostly, usually","meistens = principalement, habituellement",,
175,6,_____ ist es im Sommer heiß.,Meistens,Meistens ist es im Sommer heiß.,It is usually hot in summer.,Il fait généralement chaud en été.,"meistens = mostly, usually","meistens = principalement, habituellement",,
176,6,_____ senden Sie uns die erforderlichen Unterlagen bis Freitag.,Bitte,Bitte senden Sie uns die erforderlichen Unterlagen bis Freitag.,Please send us the required documents by Friday.,Veuillez nous envoyer les documents requis avant vendredi.,bitte = please,"bitte = s'il te plaît, s'il vous plaît",,
177,6,Könnten Sie mir _____ die genaue Adresse mitteilen?,bitte,Könnten Sie mir bitte die genaue Adresse mitteilen?,Could you please provide me with the exact address?,Pourriez-vous s'il vous plaît me fournir l'adresse exacte ?,bitte = please,"bitte = s'il te plaît, s'il vous plaît",,
178,6,"_____ beachten Sie, dass die Anmeldung bis zum 15. März erfolgen muss.",Bitte,"Bitte beachten Sie, dass die Anmeldung bis zum 15. März erfolgen muss.",Please note that registration must be completed by March 15.,Veuillez noter que l'inscription doit être complétée avant le 15 mars.,bitte = please,"bitte = s'il te plaît, s'il vous plaît",,
179,6,"Falls Sie Fragen haben, kontaktieren Sie uns _____ per E-Mail.",bitte,"Falls Sie Fragen haben, kontaktieren Sie uns bitte per E-Mail.","If you have any questions, please contact us via email.","Si vous avez des questions, veuillez nous contacter par e-mail.",bitte = please,"bitte = s'il te plaît, s'il vous plaît",,
180,6,"_____ nehmen Sie Platz und warten Sie, bis Ihr Name aufgerufen wird.",Bitte,"Bitte nehmen Sie Platz und warten Sie, bis Ihr Name aufgerufen wird.",Please take a seat and wait until your name is called.,Veuillez vous asseoir et attendre que votre nom soit appelé.,bitte = please,"bitte = s'il te plaît, s'il vous plaît",,
181,7,,ein bisschen,,a little,un peu,ein bisschen = a little,ein bisschen = un peu,,
182,7,,gern,,gladly,volontiers,gern = gladly,gern = volontiers,,
183,7,,wieder,,again,"encore, à nouveau",wieder = again,"wieder = encore, à nouveau",,
184,7,,innen,,inside,à l'intérieur,innen = inside,innen = à l'intérieur,außen,
185,7,,außen,,outside,"dehors, à l'extérieur",außen = outside,"außen = dehors, à l'extérieur",innen,
186,7,,mindestens,,"at least, minimum","au moins, au minimum","mindestens = at least, minimum","mindestens = au moins, au minimum",add at most,
187,7,,höchstens,,"at most, maximum","au plus, au maximum","höchstens = at most, maximum","höchstens = au plus, au maximum",,
188,7,,regelmässig,,regularly,régulièrement,regelmässig = regularly,regelmässig = régulièrement,,
189,7,,früher,,"earlier, previously, sooner","plus tôt, auparavant","früher = earlier, previously, sooner","früher = plus tôt, auparavant",später,
190,7,,später,,"later, later on",plus tard,"später = later, later on",später = plus tard,früher,
191,8,Ich komme morgen _____.,wieder,Ich komme morgen wieder.,I will come again tomorrow.,Je reviendrai demain.,wieder = again,"wieder = encore, à nouveau",,
192,8,Ich werde das nicht _____ tun,wieder,Ich werde das nicht wieder tun.,I won't do that again.,Je ne le ferai plus.,wieder = again,"wieder = encore, à nouveau",,
193,8,Er ist _____ gesund.,wieder,Er ist wieder gesund.,He is healthy again.,Il est à nouveau en bonne santé.,wieder = again,"wieder = encore, à nouveau",,
194,8,Wir sehen uns _____ nächste Woche.,wieder,Wir sehen uns wieder nächste Woche.,We will see each other again next week.,On se reverra la semaine prochaine.,wieder = again,"wieder = encore, à nouveau",,
195,8,Das passiert immer _____.,wieder,Das passiert immer wieder.,That happens again and again.,Cela arrive encore et encore.,wieder = again,"wieder = encore, à nouveau",,
196,8,Das Haus sieht _____ schön aus.,außen,Das Haus sieht außen schön aus.,The house looks nice from the outside.,La maison a l'air jolie de l'extérieur.,außen = outside,"außen = dehors, à l'extérieur",,
197,8,Der Balkon ist nur von _____ zugänglich.,außen,Der Balkon ist nur von außen zugänglich.,The balcony is only accessible from the outside.,Le balcon n'est accessible que de l'extérieur.,außen = outside,"außen = dehors, à l'extérieur",,
198,8,_____ ist es heute sehr kalt.,Außen,Außen ist es heute sehr kalt.,It is very cold outside today.,Il fait très froid dehors aujourd'hui.,außen = outside,"außen = dehors, à l'extérieur",,
199,8,Die Wand ist _____ rot gestrichen.,außen,Die Wand ist außen rot gestrichen.,The wall is painted red on the outside.,Le mur est peint en rouge à l'extérieur.,außen = outside,"außen = dehors, à l'extérieur",,
200,8,"Das Gebäude ist innen alt, aber _____ modern.",außen,"Das Gebäude ist innen alt, aber außen modern.",The building is old inside but modern outside.,Le bâtiment est ancien à l'intérieur mais moderne à l'extérieur.,außen = outside,"außen = dehors, à l'extérieur",,
201,8,Ich spreche _____ Deutsch.,ein bisschen,Ich spreche ein bisschen Deutsch.,I speak a little German.,Je parle un peu allemand.,ein bisschen = a little,ein bisschen = un peu,,
202,8,Kannst du _____ langsamer sprechen?,ein bisschen,Kannst du ein bisschen langsamer sprechen?,Can you speak a little slower?,Peux-tu parler un peu plus lentement ?,ein bisschen = a little,ein bisschen = un peu,,
203,8,Ich brauche _____ Hilfe.,ein bisschen,Ich brauche ein bisschen Hilfe.,I need a little help.,J'ai besoin d'un peu d'aide.,ein bisschen = a little,ein bisschen = un peu,,
204,8,Wir haben noch _____ Zeit.,ein bisschen,Wir haben noch ein bisschen Zeit.,We still have a little time.,Il nous reste encore un peu de temps.,ein bisschen = a little,ein bisschen = un peu,,
205,8,Das Essen ist _____ zu salzig.,ein bisschen,Das Essen ist ein bisschen zu salzig.,The food is a little too salty.,La nourriture est un peu trop salée.,ein bisschen = a little,ein bisschen = un peu,,
206,8,Du musst _____ acht Stunden schlafen.,mindestens,Du musst mindestens acht Stunden schlafen.,You need to sleep at least eight hours.,Vous devez dormir au moins huit heures.,"mindestens = at least, minimum","mindestens = au moins, au minimum",,
207,8,Ich brauche _____ eine Stunde für die Hausaufgaben.,mindestens,Ich brauche mindestens eine Stunde für die Hausaufgaben.,I need at least one hour for the homework.,J'ai besoin d'au moins une heure pour les devoirs.,"mindestens = at least, minimum","mindestens = au moins, au minimum",,
208,8,Wir sollten _____ zwei Liter Wasser am Tag trinken.,mindestens,Wir sollten mindestens zwei Liter Wasser am Tag trinken.,We should drink at least two liters of water per day.,Nous devrions boire au moins deux litres d’eau par jour.,"mindestens = at least, minimum","mindestens = au moins, au minimum",,
209,8,Das kostet _____ zehn Euro.,mindestens,Das kostet mindestens zehn Euro.,That costs at least ten euros.,Cela coûte au moins dix euros.,"mindestens = at least, minimum","mindestens = au moins, au minimum",,
210,8,Er bleibt _____ eine Woche in Berlin.,mindestens,Er bleibt mindestens eine Woche in Berlin.,He is staying in Berlin for at least one week.,Il reste à Berlin pendant au moins une semaine.,"mindestens = at least, minimum","mindestens = au moins, au minimum",,
211,8,Ich esse _____ Pizza.,gern,Ich esse gern Pizza.,I like eating pizza.,J'aime manger de la pizza.,gern = gladly,gern = volontiers,,
212,8,Er spielt _____ Fussball.,gern,Er spielt gern Fussball.,He likes playing soccer.,Il aime jouer au football.,gern = gladly,gern = volontiers,,
213,8,Wir reisen _____.,gern,Wir reisen gern.,We like traveling.,Nous aimons voyager.,gern = gladly,gern = volontiers,,
214,8,Sie hört _____ Musik.,gern,Sie hört gern Musik.,She likes listening to music.,Elle aime écouter de la musique.,gern = gladly,gern = volontiers,,
215,8,Ich helfe dir _____.,gern,Ich helfe dir gern.,I am happy to help you.,Je suis heureux de vous aider.,gern = gladly,gern = volontiers,,
216,8,Das Haus sieht _____ sehr schön aus.,innen,Das Haus sieht innen sehr schön aus.,The house looks very nice inside.,La maison a l'air très jolie à l'intérieur.,innen = inside,innen = à l'intérieur,,
217,8,Die Tasche ist _____ rot gefüttert.,innen,Die Tasche ist innen rot gefüttert.,The bag is lined with red on the inside.,Le sac est doublé de rouge à l'intérieur.,innen = inside,innen = à l'intérieur,,
218,8,Wir haben das Gebäude nur von _____ gesehen.,innen,Wir haben das Gebäude nur von innen gesehen.,We have only seen the building from the inside.,Nous n'avons vu le bâtiment que de l'intérieur.,innen = inside,innen = à l'intérieur,,
219,8,Die Jacke ist _____ sehr warm.,innen,Die Jacke ist innen sehr warm.,The jacket is very warm inside.,La veste est très chaude à l'intérieur.,innen = inside,innen = à l'intérieur,,
220,8,"Das Auto ist außen alt, aber _____ modern.",innen,"Das Auto ist außen alt, aber innen modern.",The car is old on the outside but modern inside.,La voiture est vieille à l'extérieur mais moderne à l'intérieur.,innen = inside,innen = à l'intérieur,,
221,8,Ich bleibe heute _____ bis zehn Uhr.,höchstens,Ich bleibe heute höchstens bis zehn Uhr.,I’ll stay today until ten o’clock at most.,Je reste aujourd’hui jusqu’à dix heures au maximum.,"höchstens = at most, maximum","höchstens = au plus, au maximum",,
222,8,Wir brauchen _____ zwei Stunden für die Fahrt.,höchstens,Wir brauchen höchstens zwei Stunden für die Fahrt.,We need two hours at most for the trip.,Nous avons besoin de deux heures au maximum pour le trajet.,"höchstens = at most, maximum","höchstens = au plus, au maximum",,
223,8,Du darfst _____ zwei Stück Kuchen essen.,höchstens,Du darfst höchstens zwei Stück Kuchen essen.,You may eat at most two pieces of cake.,Tu peux manger au maximum deux parts de gâteau.,"höchstens = at most, maximum","höchstens = au plus, au maximum",,
224,8,Er hat _____ zwanzig Euro dabei.,höchstens,Er hat höchstens zwanzig Euro dabei.,He has at most twenty euros with him.,Il a au maximum vingt euros sur lui.,"höchstens = at most, maximum","höchstens = au plus, au maximum",,
225,8,Es sind _____ fünf Minuten zu Fuß.,höchstens,Es sind höchstens fünf Minuten zu Fuß.,It’s at most five minutes on foot.,C’est au maximum cinq minutes à pied.,"höchstens = at most, maximum","höchstens = au plus, au maximum",,
226,8,Ich gehe _____ ins Fitnessstudio.,regelmässig,Ich gehe regelmässig ins Fitnessstudio.,I go to the gym regularly.,Je vais régulièrement à la salle de sport.,regelmässig = regularly,regelmässig = régulièrement,,
227,8,Er besucht seine Großeltern _____.,regelmässig,Er besucht seine Großeltern regelmässig.,He visits his grandparents regularly.,Il rend régulièrement visite à ses grands-parents.,regelmässig = regularly,regelmässig = régulièrement,,
228,8,Wir treffen uns _____ zum Lernen.,regelmässig,Wir treffen uns regelmässig zum Lernen.,We meet regularly to study.,Nous nous réunissons régulièrement pour étudier.,regelmässig = regularly,regelmässig = régulièrement,,
229,8,Sie geht _____ zum Zahnarzt.,regelmässig,Sie geht regelmässig zum Zahnarzt.,She goes to the dentist regularly.,Elle va régulièrement chez le dentiste.,regelmässig = regularly,regelmässig = régulièrement,,
230,8,_____ Sport zu treiben ist gesund.,Regelmässig,Regelmässig Sport zu treiben ist gesund.,Exercising regularly is healthy.,Faire de l’exercice régulièrement est bon pour la santé.,regelmässig = regularly,regelmässig = régulièrement,,
231,8,"_____ hatte ich lange Haare, aber jetzt sind sie kurz.",Früher,"Früher hatte ich lange Haare, aber jetzt sind sie kurz.","I used to have long hair, but now it is short.","Avant, j'avais les cheveux longs, mais maintenant ils sont courts.","früher = earlier, previously, sooner","früher = plus tôt, auparavant",,
232,8,"Er hat _____ in Berlin gewohnt, aber jetzt lebt er in München.",früher,"Er hat früher in Berlin gewohnt, aber jetzt lebt er in München.","He used to live in Berlin, but now he lives in Munich.","Il vivait à Berlin, mais maintenant il vit à Munich.","früher = earlier, previously, sooner","früher = plus tôt, auparavant",,
233,8,"_____ gab es hier einen kleinen Laden, aber jetzt ist dort ein Supermarkt.",Früher,"Früher gab es hier einen kleinen Laden, aber jetzt ist dort ein Supermarkt.","There used to be a small shop here, but now there is a supermarket.","Il y avait autrefois un petit magasin ici, mais maintenant il y a un supermarché.","früher = earlier, previously, sooner","früher = plus tôt, auparavant",,
234,8,Meine Großeltern haben _____ ohne Internet gelebt.,früher,Meine Großeltern haben früher ohne Internet gelebt.,My grandparents used to live without the internet.,Mes grands-parents vivaient sans Internet.,"früher = earlier, previously, sooner","früher = plus tôt, auparavant",,
235,8,"_____ bin ich jeden Tag Fahrrad gefahren, aber jetzt nehme ich den Bus.",Früher,"Früher bin ich jeden Tag Fahrrad gefahren, aber jetzt nehme ich den Bus.","I used to ride my bike every day, but now I take the bus.","Avant, je faisais du vélo tous les jours, mais maintenant je prends le bus.","früher = earlier, previously, sooner","früher = plus tôt, auparavant",,
236,8,"Ich habe jetzt keine Zeit, aber ich rufe dich _____ an.",später,"Ich habe jetzt keine Zeit, aber ich rufe dich später an.","I don’t have time now, but I will call you later.","Je n’ai pas le temps maintenant, mais je t’appellerai plus tard.","später = later, later on",später = plus tard,,
237,8,Er möchte _____ als Arzt arbeiten.,später,Er möchte später als Arzt arbeiten.,He wants to work as a doctor later.,Il veut travailler comme médecin plus tard.,"später = later, later on",später = plus tard,,
238,8,Wir treffen uns _____ im Café.,später,Wir treffen uns später im Café.,We will meet later at the café.,On se retrouve plus tard au café.,"später = later, later on",später = plus tard,,
239,8,"Sie hat die Prüfung nicht bestanden, aber sie kann sie _____ wiederholen.",später,"Sie hat die Prüfung nicht bestanden, aber sie kann sie später wiederholen.","She didn’t pass the exam, but she can retake it later.","Elle n’a pas réussi l’examen, mais elle pourra le repasser plus tard.","später = later, later on",später = plus tard,,
240,8,"Ich mache meine Hausaufgaben _____, jetzt habe ich keine Lust.",später,"Ich mache meine Hausaufgaben später, jetzt habe ich keine Lust.","I will do my homework later, I don’t feel like it now.","Je ferai mes devoirs plus tard, je n’en ai pas envie maintenant.","später = later, later on",später = plus tard,,
241,9,da,dort,Ich treffe meine Freunde da nach der Arbeit.,there,là,dort = there,dort = là,,
242,9,draußen,außen,Die Kinder spielen draußen vor dem Haus.,outside,"dehors, à l'extérieur",außen = outside,"außen = dehors, à l'extérieur",,
243,9,gerne,gern,Ich koche sehr gerne am Wochenende.,gladly,volontiers,gern = gladly,gern = volontiers,,
244,9,drinnen,innen,Die Schuhe lassen wir immer drinnen im Flur.,inside,à l'intérieur,innen = inside,innen = à l'intérieur,,
245,9,normalerweise,meistens,Ich gehe normalerweise nach dem Essen spazieren.,"mostly, usually","principalement, habituellement","meistens = mostly, usually","meistens = principalement, habituellement",,
246,9,wenigstens,mindestens,Wir brauchen wenigstens zwei Stunden für die Fahrt.,"at least, minimum","au moins, au minimum","mindestens = at least, minimum","mindestens = au moins, au minimum",,
247,9,häufig,oft,Er trainiert häufig im Fitnessstudio.,"often, frequently","souvent, fréquemment","oft = often, frequently","oft = souvent, fréquemment",,
248,10,,hier,dort,dort = there,dort = là,hier = here,hier = ici,,
249,10,,immer,nie,nie = never,nie = jamais,immer = always,immer = toujours,,
