Nr,level,question,answer,german,english
285,8,Wir haben _____ ein Team-Meeting.,wöchentlich,Wir haben wöchentlich ein Team-Meeting.,We have a team meeting every week.
286,8,Sie bekommt _____ eine neue Aufgabe in ihrem Kurs.,wöchentlich,Sie bekommt wöchentlich eine neue Aufgabe in ihrem Kurs.,She gets a new assignment in her course every week.
287,8,_____ kaufen wir frisches Obst und Gemüse auf dem Markt.,Wöchentlich,Wöchentlich kaufen wir frisches Obst und Gemüse auf dem Markt.,We buy fresh fruits and vegetables at the market weekly.
288,8,Ich zahle meine Miete _____.,monatlich,Ich zahle meine Miete monatlich.,I pay my rent monthly.
289,8,Er bekommt sein Gehalt _____ auf sein Konto überwiesen.,monatlich,Er bekommt sein Gehalt monatlich auf sein Konto überwiesen.,He receives his salary monthly in his bank account.
290,8,Wir treffen uns _____ mit unseren Freunden zum Essen.,monatlich,Wir treffen uns monatlich mit unseren Freunden zum Essen.,We meet monthly with our friends for dinner.
291,8,Sie bekommt _____ eine Zeitschrift per Post.,monatlich,Sie bekommt monatlich eine Zeitschrift per Post.,She receives a magazine by mail every month.
292,8,_____ spare ich etwas Geld für den Urlaub.,Monatlich,Monatlich spare ich etwas Geld für den Urlaub.,I save some money every month for vacation.
293,8,Ich mache _____ eine Gesundheitsuntersuchung.,jährlich,Ich mache jährlich eine Gesundheitsuntersuchung.,I have a health check-up annually.
294,8,Er fährt _____ in den Urlaub nach Spanien.,jährlich,Er fährt jährlich in den Urlaub nach Spanien.,He goes on vacation to Spain every year.
295,8,Wir feiern _____ unser Firmenjubiläum.,jährlich,Wir feiern jährlich unser Firmenjubiläum.,We celebrate our company anniversary every year.
296,8,Sie bekommt _____ eine Gehaltserhöhung.,jährlich,Sie bekommt jährlich eine Gehaltserhöhung.,She receives a salary increase annually.
297,8,_____ findet ein großes Musikfestival in der Stadt statt.,Jährlich,Jährlich findet ein großes Musikfestival in der Stadt statt.,A big music festival takes place in the city every year.
298,8,_____ senden Sie uns die erforderlichen Unterlagen bis Freitag.,Bitte,Bitte senden Sie uns die erforderlichen Unterlagen bis Freitag.,Please send us the required documents by Friday.
299,8,Könnten Sie mir _____ die genaue Adresse mitteilen?,bitte,Könnten Sie mir bitte die genaue Adresse mitteilen?,Could you please provide me with the exact address?
300,8,"_____ beachten Sie, dass die Anmeldung bis zum 15. März erfolgen muss.",Bitte,"Bitte beachten Sie, dass die Anmeldung bis zum 15. März erfolgen muss.",Please note that registration must be completed by March 15.
301,8,"Falls Sie Fragen haben, kontaktieren Sie uns _____ per E-Mail.",bitte,"Falls Sie Fragen haben, kontaktieren Sie uns bitte per E-Mail.","If you have any questions, please contact us via email."
302,8,"_____ nehmen Sie Platz und warten Sie, bis Ihr Name aufgerufen wird.",Bitte,"Bitte nehmen Sie Platz und warten Sie, bis Ihr Name aufgerufen wird.",Please take a seat and wait until your name is called.
303,8,Ich gehe _____ nach der Arbeit nach Hause.,direkt,Ich gehe direkt nach der Arbeit nach Hause.,I'm going directly home after work.
304,8,Sie rief ihn _____ nach dem Meeting an.,direkt,Sie rief ihn direkt nach dem Meeting an.,She called him directly after the meeting.
305,8,Der Bus fährt _____ zum Flughafen.,direkt,Der Bus fährt direkt zum Flughafen.,The bus goes directly to the airport.
306,8,"Kannst du mir bitte _____ sagen, was los ist?",direkt,"Kannst du mir bitte direkt sagen, was los ist?",Can you please tell me directly what's going on?
307,8,"Wir sind _____ in die Altstadt gegangen, ohne uns umzusehen.",direkt,"Wir sind direkt in die Altstadt gegangen, ohne uns umzusehen.",We went directly to the old town without looking back.
308,8,"Er hat mich _____ kritisiert, ohne meinen Namen zu nennen.",indirekt,"Er hat mich indirekt kritisiert, ohne meinen Namen zu nennen.",He criticized me indirectly without mentioning my name.
309,8,"Sie hat _____ angedeutet, dass sie unzufrieden ist.",indirekt,"Sie hat indirekt angedeutet, dass sie unzufrieden ist.",She indirectly indicated that she was dissatisfied.
310,8,Wir wurden _____ für den Fehler verantwortlich gemacht.,indirekt,Wir wurden indirekt für den Fehler verantwortlich gemacht.,We were indirectly blamed for the mistake.
311,8,"_____ hat er zugegeben, dass er einen Fehler gemacht hat.",Indirekt,"Indirekt hat er zugegeben, dass er einen Fehler gemacht hat.",He indirectly admitted that he had made a mistake.
312,8,Die Nachricht wurde uns nur _____ über Dritte mitgeteilt.,indirekt,Die Nachricht wurde uns nur indirekt über Dritte mitgeteilt.,The news was only communicated to us indirectly through third parties.
303,9,slowly,langsam,,
304,9,"quickly, rapidly",schnell,,
305,9,"in the front, at the front",vorn,,
306,9,at the back,hinten,,
307,9,above,oben,,
308,9,below,unten,,
309,9,over there,da drüben,,
310,9,"quite, fairly",ziemlich,,
311,9,before,vorher,,
312,9,after,danach,,
313,9,"even, at all",gar,,
314,9,"naturally, of course",natürlich,,
315,9,further,weiter,,
316,10,"Bitte sprich nicht so _____, ich kann dir nicht folgen.",schnell,"Bitte sprich nicht so schnell, ich kann dir nicht folgen.","Please don’t speak so fast, I can’t follow you."
317,10,"Er läuft sehr _____, weil er für einen Wettkampf trainiert.",schnell,"Er läuft sehr schnell, weil er für einen Wettkampf trainiert.",He runs very fast because he is training for a competition.
318,10,"Die Zeit vergeht _____, wenn man Spaß hat.",schnell,"Die Zeit vergeht schnell, wenn man Spaß hat.",Time passes quickly when you are having fun.
319,10,"Wir müssen _____ gehen, sonst verpassen wir den Bus.",schnell,"Wir müssen schnell gehen, sonst verpassen wir den Bus.","We have to walk quickly, otherwise, we’ll miss the bus."
320,10,Sie hat _____ ihre Hausaufgaben gemacht und ist dann rausgegangen.,schnell,Sie hat schnell ihre Hausaufgaben gemacht und ist dann rausgegangen.,She quickly did her homework and then went outside.
321,10,"Bitte sprich _____, ich verstehe nicht alles.",langsam,"Bitte sprich langsam, ich verstehe nicht alles.","Please speak slowly, I don’t understand everything."
322,10,"Er fährt _____, weil die Straße rutschig ist.",langsam,"Er fährt langsam, weil die Straße rutschig ist.",He drives slowly because the road is slippery.
323,10,"Der Computer arbeitet _____, weil er alt ist.",langsam,"Der Computer arbeitet langsam, weil er alt ist.",The computer works slowly because it is old.
324,10,Sie ging _____ durch den Park und genoss die Sonne.,langsam,Sie ging langsam durch den Park und genoss die Sonne.,She walked slowly through the park and enjoyed the sun.
325,10,"Ich lerne _____, aber ich mache Fortschritte.",langsam,"Ich lerne langsam, aber ich mache Fortschritte.","I learn slowly, but I am making progress."
326,10,Mein Zimmer ist _____ im zweiten Stock.,oben,Mein Zimmer ist oben im zweiten Stock.,My room is upstairs on the second floor.
327,10,Das Buch liegt _____ auf dem Regal.,oben,Das Buch liegt oben auf dem Regal.,The book is on the shelf above.
328,10,"Ich gehe nach _____, um meine Jacke zu holen.",oben,"Ich gehe nach oben, um meine Jacke zu holen.",I'm going upstairs to get my jacket.
329,10,_____ auf dem Berg hat man eine schöne Aussicht.,Oben,Oben auf dem Berg hat man eine schöne Aussicht.,"At the top of the mountain, you have a beautiful view."
330,10,"Die Küche ist unten, das Wohnzimmer ist _____.",oben,"Die Küche ist unten, das Wohnzimmer ist oben.","The kitchen is downstairs, the living room is upstairs."
331,10,"Mein Schlafzimmer ist oben, die Küche ist _____.",unten,"Mein Schlafzimmer ist oben, die Küche ist unten.","My bedroom is upstairs, the kitchen is downstairs."
332,10,Das Buch liegt _____ im Regal.,unten,Das Buch liegt unten im Regal.,The book is on the lower shelf.
333,10,"Ich gehe nach _____, um die Tür zu öffnen.",unten,"Ich gehe nach unten, um die Tür zu öffnen.",I'm going downstairs to open the door.
334,10,_____ im Tal gibt es ein kleines Dorf.,Unten,Unten im Tal gibt es ein kleines Dorf.,"Down in the valley, there is a small village."
335,10,Bitte warten Sie _____ am Eingang.,unten,Bitte warten Sie unten am Eingang.,Please wait downstairs at the entrance.
336,10,"Ich sitze lieber _____ im Bus, weil ich die Aussicht mag.",vorn,"Ich sitze lieber vorn im Bus, weil ich die Aussicht mag.",I prefer to sit at the front of the bus because I like the view.
337,10,Das Museum ist gleich _____ an der Ecke.,vorn,Das Museum ist gleich vorn an der Ecke.,The museum is right at the front on the corner.
338,10,"Stell dich bitte _____ an, wenn du schon dran bist.",vorn,"Stell dich bitte vorn an, wenn du schon dran bist.",Please stand in front if it’s your turn.
339,10,_____ im Garten stehen viele bunte Blumen.,Vorn,Vorn im Garten stehen viele bunte Blumen.,"In the front of the garden, there are many colorful flowers."
340,10,Die besten Plätze im Theater sind oft ganz _____.,vorn,Die besten Plätze im Theater sind oft ganz vorn.,The best seats in the theater are often right at the front.
341,10,Das Auto steht ganz _____ auf dem Parkplatz.,hinten,Das Auto steht ganz hinten auf dem Parkplatz.,The car is parked all the way at the back of the parking lot.
342,10,_____ im Garten gibt es eine kleine Hütte.,Hinten,Hinten im Garten gibt es eine kleine Hütte.,"At the back of the garden, there is a small hut."
343,10,"Ich sitze lieber _____ im Bus, weil es ruhiger ist.",hinten,"Ich sitze lieber hinten im Bus, weil es ruhiger ist.",I prefer to sit at the back of the bus because it is quieter.
344,10,"Der Eingang ist vorne, aber _____ gibt es einen Notausgang.",hinten,"Der Eingang ist vorne, aber hinten gibt es einen Notausgang.","The entrance is at the front, but there is an emergency exit at the back."
345,10,_____ im Schrank habe ich noch ein altes Fotoalbum gefunden.,Hinten,Hinten im Schrank habe ich noch ein altes Fotoalbum gefunden.,"At the back of the cupboard, I found an old photo album."
346,10,"Ich muss meine E-Mails checken, _____ kann ich nicht gehen.",vorher,"Ich muss meine E-Mails checken, vorher kann ich nicht gehen.","I have to check my emails, before that I can’t leave."
347,10,"Sie hatte noch nie Sushi probiert, _____ mochte sie es nicht.",vorher,"Sie hatte noch nie Sushi probiert, vorher mochte sie es nicht.","She had never tried sushi before, before that she didn’t like it."
348,10,"Wir sollten die Tickets kaufen, _____ könnten sie ausverkauft sein.",vorher,"Wir sollten die Tickets kaufen, vorher könnten sie ausverkauft sein.","We should buy the tickets, before that they might sell out."
349,10,"Er hat den Vertrag genau gelesen, _____ wollte er nicht unterschreiben.",vorher,"Er hat den Vertrag genau gelesen, vorher wollte er nicht unterschreiben.","He read the contract carefully, before that he didn’t want to sign."
350,10,"Ich rufe dich an, _____ muss ich aber noch etwas erledigen.",vorher,"Ich rufe dich an, vorher muss ich aber noch etwas erledigen.","I will call you, but before that, I need to take care of something."
351,10,"Ich habe heute _____ keine Zeit, um ins Kino zu gehen.",gar,"Ich habe heute gar keine Zeit, um ins Kino zu gehen.",I have no time at all to go to the cinema today.
352,10,"Er spricht _____ kein Französisch, aber er lernt es gerade.",gar,"Er spricht gar kein Französisch, aber er lernt es gerade.","He doesn’t speak any French at all, but he is learning it."
353,10,"Das Essen schmeckt _____ nicht so schlecht, wie ich dachte.",gar,"Das Essen schmeckt gar nicht so schlecht, wie ich dachte.","The food doesn’t taste bad at all, as I thought."
354,10,"Ich wusste _____ nicht, dass du in Berlin wohnst.",gar,"Ich wusste gar nicht, dass du in Berlin wohnst.",I didn’t even know that you live in Berlin.
355,10,"Sie hat _____ nicht bemerkt, dass ich schon da war.",gar,"Sie hat gar nicht bemerkt, dass ich schon da war.",She didn’t even notice that I was already there.
356,10,"_____ helfe ich dir, wenn du Hilfe brauchst.",Natürlich,"Natürlich helfe ich dir, wenn du Hilfe brauchst.","Of course, I will help you if you need help."
357,10,"Er war müde, also hat er sich _____ früh schlafen gelegt.",natürlich,"Er war müde, also hat er sich natürlich früh schlafen gelegt.","He was tired, so of course, he went to bed early."
358,10,"_____ kannst du mich jederzeit anrufen, wenn du Fragen hast.",Natürlich,"Natürlich kannst du mich jederzeit anrufen, wenn du Fragen hast.","Of course, you can call me anytime if you have questions."
359,10,"Es ist _____ wichtig, gesund zu essen.",natürlich,"Es ist natürlich wichtig, gesund zu essen.","Naturally, it is important to eat healthily."
360,10,"Sie war nervös vor der Prüfung, was _____ verständlich ist.",natürlich,"Sie war nervös vor der Prüfung, was natürlich verständlich ist.","She was nervous before the exam, which is naturally understandable."
361,10,Das Wetter ist heute _____ kalt für den Frühling.,ziemlich,Das Wetter ist heute ziemlich kalt für den Frühling.,The weather is quite cold today for spring.
362,10,"Die Prüfung war _____ schwer, aber ich habe mein Bestes gegeben.",ziemlich,"Die Prüfung war ziemlich schwer, aber ich habe mein Bestes gegeben.","The exam was quite difficult, but I did my best."
363,10,Er ist ein _____ erfahrener Ingenieur in seinem Bereich.,ziemlich,Er ist ein ziemlich erfahrener Ingenieur in seinem Bereich.,He is quite an experienced engineer in his field.
364,10,"Die Wohnung ist _____ teuer, aber sie hat eine tolle Lage.",ziemlich,"Die Wohnung ist ziemlich teuer, aber sie hat eine tolle Lage.","The apartment is quite expensive, but it has a great location."
365,10,"Das Buch war _____ interessant, ich konnte es kaum weglegen.",ziemlich,"Das Buch war ziemlich interessant, ich konnte es kaum weglegen.","The book was quite interesting, I could hardly put it down."
366,10,"Wir gehen ins Kino, und _____ essen wir in einem Restaurant.",danach,"Wir gehen ins Kino, und danach essen wir in einem Restaurant.","We are going to the cinema, and after that, we will eat in a restaurant."
367,10,"Er hat das Meeting beendet, _____ hat er eine Pause gemacht.",danach,"Er hat das Meeting beendet, danach hat er eine Pause gemacht.","He finished the meeting, and afterwards, he took a break."
368,10,"Ich mache meine Hausaufgaben, _____ treffe ich mich mit Freunden.",danach,"Ich mache meine Hausaufgaben, danach treffe ich mich mit Freunden.","I do my homework, and after that, I meet up with friends."
369,10,"Sie hat die Präsentation gehalten, _____ gab es viele Fragen.",danach,"Sie hat die Präsentation gehalten, danach gab es viele Fragen.","She gave the presentation, and afterwards, there were many questions."
370,10,"Ich habe das Buch gelesen, _____ habe ich den Film geschaut.",danach,"Ich habe das Buch gelesen, danach habe ich den Film geschaut.","I read the book, and after that, I watched the movie."
371,10,Nach einer kurzen Pause arbeiten wir _____.,weiter,Nach einer kurzen Pause arbeiten wir weiter.,"After a short break, we continue working."
372,10,"Er hat das Buch nicht beendet, aber er liest morgen _____.",weiter,"Er hat das Buch nicht beendet, aber er liest morgen weiter.","He hasn't finished the book, but he will continue reading tomorrow."
373,10,"Wir müssen _____fahren, sonst kommen wir zu spät an.",weiter,"Wir müssen weiterfahren, sonst kommen wir zu spät an.","We have to keep driving, otherwise, we will arrive too late."
374,10,"Sie hat eine Frage gestellt, aber der Lehrer hat einfach _____gesprochen.",weiter,"Sie hat eine Frage gestellt, aber der Lehrer hat einfach weitergesprochen.","She asked a question, but the teacher just kept talking."
375,10,"Wenn du so _____ lernst, wirst du die Prüfung bestehen.",weiter,"Wenn du so weiter lernst, wirst du die Prüfung bestehen.","If you keep studying like this, you will pass the exam."
376,10,Siehst du das Café _____? Dort gibt es den besten Kuchen.,da drüben,Siehst du das Café da drüben? Dort gibt es den besten Kuchen.,Do you see the café over there? They have the best cake.
377,10,Mein Auto steht _____ auf dem Parkplatz.,da drüben,Mein Auto steht da drüben auf dem Parkplatz.,My car is parked over there in the parking lot.
378,10,"_____ ist ein schöner Park, lass uns dort spazieren gehen.",Da drüben,"Da drüben ist ein schöner Park, lass uns dort spazieren gehen.","Over there is a beautiful park, let's go for a walk there."
